
Solution: Pl(h)     
            Endmember fractions:
            abh      an      
ab27        0.276    0.724
ab30        0.309    0.691
ab34        0.341    0.659
ab37        0.374    0.626
ab40        0.407    0.593
ab43        0.439    0.561
ab47        0.472    0.528
ab50        0.505    0.495
ab53        0.537    0.463
ab56        0.570    0.430
ab60        0.603    0.397
ab63        0.635    0.365
ab66        0.668    0.332
ab70        0.701    0.299
ab73        0.733    0.267
ab76        0.766    0.234
ab79        0.799    0.201
ab80        0.803    0.197

Solution: O(HP)     
            Endmember fractions:
            fo       fa      
fo87        0.876    0.124
fo90        0.909    0.091
fo94        0.942    0.058
fo97.5      0.975    0.025
fo99.1      0.991    0.009

Solution: Sp(HP)    
            Endmember fractions:
            sp       herc    
sp65        0.655    0.345
sp68        0.688    0.312
sp72        0.721    0.279
sp75        0.754    0.246
sp78        0.785    0.215

Solution: Opx(HP)   
            Endmember fractions:
            mgts     en       fs       * see footnotes 1 & 2
Op87__0     0.000    0.879    0.121
Op91__0     0.000    0.912    0.088
Op93__0     0.000    0.936    0.064
Op87__3     0.033    0.846    0.117
Op91__3     0.033    0.879    0.085
Op93__3     0.033    0.903    0.062
Op87__6     0.066    0.813    0.113
Op91__6     0.066    0.846    0.082
Op93__6     0.066    0.869    0.060
Op87__9     0.100    0.779    0.109
Op91__9     0.100    0.813    0.079
Op93__9     0.100    0.836    0.058
Op87_13     0.133    0.746    0.105
Op91_13     0.133    0.779    0.076
Op93_13     0.133    0.803    0.056
Op87_14     0.146    0.733    0.103
Op91_14     0.146    0.766    0.075
Op93_14     0.146    0.790    0.055

1 - Although the bulk composition of pseudocompounds for this solution is fixed,
 the proportions of its endmembers may vary due to respeciation.


2 - Proportions output here may sum to <1 because the ordered species
may have non-zero initial proportions.


Solution: Cpx(HP)   
            Endmember fractions:
            cats     jd       hed      di      
Gt_7523     0.060    0.272    0.337    0.332    0.000
Gt_7524     0.060    0.272    0.370    0.074    0.224
Gt_7525     0.060    0.272    0.370    0.108    0.190
Gt_7526     0.060    0.272    0.370    0.141    0.157
Gt_7527     0.060    0.272    0.370    0.175    0.123
Gt_7528     0.060    0.272    0.370    0.209    0.089
Gt_7529     0.060    0.272    0.370    0.242    0.056
Gt_7530     0.060    0.272    0.370    0.276    0.022
Gt_7531     0.060    0.272    0.370    0.298    0.000
Gt_7532     0.060    0.272    0.404    0.074    0.190
Gt_7533     0.060    0.272    0.404    0.108    0.157
Gt_7534     0.060    0.272    0.404    0.141    0.123
Gt_7535     0.060    0.272    0.404    0.175    0.089
Gt_7536     0.060    0.272    0.404    0.209    0.056
Gt_7537     0.060    0.272    0.404    0.242    0.022
Gt_7538     0.060    0.272    0.404    0.264    0.000
Gt_7539     0.060    0.272    0.438    0.074    0.157
Gt_7540     0.060    0.272    0.438    0.108    0.123
Gt_7541     0.060    0.272    0.438    0.141    0.089
Gt_7542     0.060    0.272    0.438    0.175    0.056
Gt_7543     0.060    0.272    0.438    0.209    0.022
Gt_7544     0.060    0.272    0.438    0.231    0.000
Gt_7545     0.060    0.272    0.471    0.074    0.123
Gt_7546     0.060    0.272    0.471    0.108    0.089
Gt_7547     0.060    0.272    0.471    0.141    0.056
Gt_7548     0.060    0.272    0.471    0.175    0.022
Gt_7549     0.060    0.272    0.471    0.197    0.000
Gt_7550     0.060    0.272    0.505    0.074    0.089
Gt_7551     0.060    0.272    0.505    0.108    0.056
Gt_7552     0.060    0.272    0.505    0.141    0.022
Gt_7553     0.060    0.272    0.505    0.163    0.000
Gt_7554     0.060    0.272    0.539    0.074    0.056
Gt_7555     0.060    0.272    0.539    0.108    0.022
Gt_7556     0.060    0.272    0.539    0.130    0.000
Gt_7557     0.060    0.272    0.572    0.074    0.022
Gt_7558     0.060    0.272    0.572    0.096    0.000
Gt_7559     0.060    0.272    0.594    0.074    0.000
Gt_7560     0.060    0.305    0.000    0.074    0.561
Gt_7561     0.060    0.305    0.000    0.108    0.527
Gt_7562     0.060    0.305    0.000    0.141    0.493
Gt_7563     0.060    0.305    0.000    0.175    0.460
Gt_7564     0.060    0.305    0.000    0.209    0.426
Gt_7565     0.060    0.305    0.000    0.242    0.392
Gt_7566     0.060    0.305    0.000    0.276    0.359
Gt_7567     0.060    0.305    0.000    0.310    0.325
Gt_7568     0.060    0.305    0.000    0.343    0.291
Gt_7569     0.060    0.305    0.000    0.377    0.258
Gt_7570     0.060    0.305    0.000    0.411    0.224
Gt_7571     0.060    0.305    0.000    0.444    0.190
Gt_7572     0.060    0.305    0.000    0.478    0.157
Gt_7573     0.060    0.305    0.000    0.512    0.123
Gt_7574     0.060    0.305    0.000    0.545    0.089
Gt_7575     0.060    0.305    0.000    0.579    0.056
Gt_7576     0.060    0.305    0.000    0.613    0.022
Gt_7577     0.060    0.305    0.000    0.635    0.000
Gt_7578     0.060    0.305    0.034    0.074    0.527
Gt_7579     0.060    0.305    0.034    0.108    0.493
Gt_7580     0.060    0.305    0.034    0.141    0.460
Gt_7581     0.060    0.305    0.034    0.175    0.426
Gt_7582     0.060    0.305    0.034    0.209    0.392
Gt_7583     0.060    0.305    0.034    0.242    0.359
Gt_7584     0.060    0.305    0.034    0.276    0.325
Gt_7585     0.060    0.305    0.034    0.310    0.291
Gt_7586     0.060    0.305    0.034    0.343    0.258
Gt_7587     0.060    0.305    0.034    0.377    0.224
Gt_7588     0.060    0.305    0.034    0.411    0.190
Gt_7589     0.060    0.305    0.034    0.444    0.157
Gt_7590     0.060    0.305    0.034    0.478    0.123
Gt_7591     0.060    0.305    0.034    0.512    0.089
Gt_7592     0.060    0.305    0.034    0.545    0.056
Gt_7593     0.060    0.305    0.034    0.579    0.022
Gt_7594     0.060    0.305    0.034    0.601    0.000
Gt_7595     0.060    0.305    0.067    0.074    0.493
Gt_7596     0.060    0.305    0.067    0.108    0.460
Gt_7597     0.060    0.305    0.067    0.141    0.426
Gt_7598     0.060    0.305    0.067    0.175    0.392
Gt_7599     0.060    0.305    0.067    0.209    0.359
Gt_7600     0.060    0.305    0.067    0.242    0.325
Gt_7601     0.060    0.305    0.067    0.276    0.291
Gt_7602     0.060    0.305    0.067    0.310    0.258
Gt_7603     0.060    0.305    0.067    0.343    0.224
Gt_7604     0.060    0.305    0.067    0.377    0.190
Gt_7605     0.060    0.305    0.067    0.411    0.157
Gt_7606     0.060    0.305    0.067    0.444    0.123
Gt_7607     0.060    0.305    0.067    0.478    0.089
Gt_7608     0.060    0.305    0.067    0.512    0.056
Gt_7609     0.060    0.305    0.067    0.545    0.022
Gt_7610     0.060    0.305    0.067    0.567    0.000
Gt_7611     0.060    0.305    0.101    0.074    0.460
Gt_7612     0.060    0.305    0.101    0.108    0.426
Gt_7613     0.060    0.305    0.101    0.141    0.392
Gt_7614     0.060    0.305    0.101    0.175    0.359
Gt_7615     0.060    0.305    0.101    0.209    0.325
Gt_7616     0.060    0.305    0.101    0.242    0.291
Gt_7617     0.060    0.305    0.101    0.276    0.258
Gt_7618     0.060    0.305    0.101    0.310    0.224
Gt_7619     0.060    0.305    0.101    0.343    0.190
Gt_7620     0.060    0.305    0.101    0.377    0.157
Gt_7621     0.060    0.305    0.101    0.411    0.123
Gt_7622     0.060    0.305    0.101    0.444    0.089
Gt_7623     0.060    0.305    0.101    0.478    0.056
Gt_7624     0.060    0.305    0.101    0.512    0.022
Gt_7625     0.060    0.305    0.101    0.534    0.000
Gt_7626     0.060    0.305    0.135    0.074    0.426
Gt_7627     0.060    0.305    0.135    0.108    0.392
Gt_7628     0.060    0.305    0.135    0.141    0.359
Gt_7629     0.060    0.305    0.135    0.175    0.325
Gt_7630     0.060    0.305    0.135    0.209    0.291
Gt_7631     0.060    0.305    0.135    0.242    0.258
Gt_7632     0.060    0.305    0.135    0.276    0.224
Gt_7633     0.060    0.305    0.135    0.310    0.190
Gt_7634     0.060    0.305    0.135    0.343    0.157
Gt_7635     0.060    0.305    0.135    0.377    0.123
Gt_7636     0.060    0.305    0.135    0.411    0.089
Gt_7637     0.060    0.305    0.135    0.444    0.056
Gt_7638     0.060    0.305    0.135    0.478    0.022
Gt_7639     0.060    0.305    0.135    0.500    0.000
Gt_7640     0.060    0.305    0.168    0.074    0.392
Gt_7641     0.060    0.305    0.168    0.108    0.359
Gt_7642     0.060    0.305    0.168    0.141    0.325
Gt_7643     0.060    0.305    0.168    0.175    0.291
Gt_7644     0.060    0.305    0.168    0.209    0.258
Gt_7645     0.060    0.305    0.168    0.242    0.224
Gt_7646     0.060    0.305    0.168    0.276    0.190
Gt_7647     0.060    0.305    0.168    0.310    0.157
Gt_7648     0.060    0.305    0.168    0.343    0.123
Gt_7649     0.060    0.305    0.168    0.377    0.089
Gt_7650     0.060    0.305    0.168    0.411    0.056
Gt_7651     0.060    0.305    0.168    0.444    0.022
Gt_7652     0.060    0.305    0.168    0.466    0.000
Gt_7653     0.060    0.305    0.202    0.074    0.359
Gt_7654     0.060    0.305    0.202    0.108    0.325
Gt_7655     0.060    0.305    0.202    0.141    0.291
Gt_7656     0.060    0.305    0.202    0.175    0.258
Gt_7657     0.060    0.305    0.202    0.209    0.224
Gt_7658     0.060    0.305    0.202    0.242    0.190
Gt_7659     0.060    0.305    0.202    0.276    0.157
Gt_7660     0.060    0.305    0.202    0.310    0.123
Gt_7661     0.060    0.305    0.202    0.343    0.089
Gt_7662     0.060    0.305    0.202    0.377    0.056
Gt_7663     0.060    0.305    0.202    0.411    0.022
Gt_7664     0.060    0.305    0.202    0.433    0.000
Gt_7665     0.060    0.305    0.236    0.074    0.325
Gt_7666     0.060    0.305    0.236    0.108    0.291
Gt_7667     0.060    0.305    0.236    0.141    0.258
Gt_7668     0.060    0.305    0.236    0.175    0.224
Gt_7669     0.060    0.305    0.236    0.209    0.190
Gt_7670     0.060    0.305    0.236    0.242    0.157
Gt_7671     0.060    0.305    0.236    0.276    0.123
Gt_7672     0.060    0.305    0.236    0.310    0.089
Gt_7673     0.060    0.305    0.236    0.343    0.056
Gt_7674     0.060    0.305    0.236    0.377    0.022
Gt_7675     0.060    0.305    0.236    0.399    0.000
Gt_7676     0.060    0.305    0.269    0.074    0.291
Gt_7677     0.060    0.305    0.269    0.108    0.258
Gt_7678     0.060    0.305    0.269    0.141    0.224
Gt_7679     0.060    0.305    0.269    0.175    0.190
Gt_7680     0.060    0.305    0.269    0.209    0.157
Gt_7681     0.060    0.305    0.269    0.242    0.123
Gt_7682     0.060    0.305    0.269    0.276    0.089
Gt_7683     0.060    0.305    0.269    0.310    0.056
Gt_7684     0.060    0.305    0.269    0.343    0.022
Gt_7685     0.060    0.305    0.269    0.365    0.000
Gt_7686     0.060    0.305    0.303    0.074    0.258
Gt_7687     0.060    0.305    0.303    0.108    0.224
Gt_7688     0.060    0.305    0.303    0.141    0.190
Gt_7689     0.060    0.305    0.303    0.175    0.157
Gt_7690     0.060    0.305    0.303    0.209    0.123
Gt_7691     0.060    0.305    0.303    0.242    0.089
Gt_7692     0.060    0.305    0.303    0.276    0.056
Gt_7693     0.060    0.305    0.303    0.310    0.022
Gt_7694     0.060    0.305    0.303    0.332    0.000
Gt_7695     0.060    0.305    0.337    0.074    0.224
Gt_7696     0.060    0.305    0.337    0.108    0.190
Gt_7697     0.060    0.305    0.337    0.141    0.157
Gt_7698     0.060    0.305    0.337    0.175    0.123
Gt_7699     0.060    0.305    0.337    0.209    0.089
Gt_7700     0.060    0.305    0.337    0.242    0.056
Gt_7701     0.060    0.305    0.337    0.276    0.022
Gt_7702     0.060    0.305    0.337    0.298    0.000
Gt_7703     0.060    0.305    0.370    0.074    0.190
Gt_7704     0.060    0.305    0.370    0.108    0.157
Gt_7705     0.060    0.305    0.370    0.141    0.123
Gt_7706     0.060    0.305    0.370    0.175    0.089
Gt_7707     0.060    0.305    0.370    0.209    0.056
Gt_7708     0.060    0.305    0.370    0.242    0.022
Gt_7709     0.060    0.305    0.370    0.264    0.000
Gt_7710     0.060    0.305    0.404    0.074    0.157
Gt_7711     0.060    0.305    0.404    0.108    0.123
Gt_7712     0.060    0.305    0.404    0.141    0.089
Gt_7713     0.060    0.305    0.404    0.175    0.056
Gt_7714     0.060    0.305    0.404    0.209    0.022
Gt_7715     0.060    0.305    0.404    0.231    0.000
Gt_7716     0.060    0.305    0.438    0.074    0.123
Gt_7717     0.060    0.305    0.438    0.108    0.089
Gt_7718     0.060    0.305    0.438    0.141    0.056
Gt_7719     0.060    0.305    0.438    0.175    0.022
Gt_7720     0.060    0.305    0.438    0.197    0.000
Gt_7721     0.060    0.305    0.471    0.074    0.089
Gt_7722     0.060    0.305    0.471    0.108    0.056
Gt_7723     0.060    0.305    0.471    0.141    0.022
Gt_7724     0.060    0.305    0.471    0.163    0.000
Gt_7725     0.060    0.305    0.505    0.074    0.056
Gt_7726     0.060    0.305    0.505    0.108    0.022
Gt_7727     0.060    0.305    0.505    0.130    0.000
Gt_7728     0.060    0.305    0.539    0.074    0.022
Gt_7729     0.060    0.305    0.539    0.096    0.000
Gt_7730     0.060    0.305    0.561    0.074    0.000
Gt_7731     0.060    0.339    0.000    0.074    0.527
Gt_7732     0.060    0.339    0.000    0.108    0.493
Gt_7733     0.060    0.339    0.000    0.141    0.460
Gt_7734     0.060    0.339    0.000    0.175    0.426
Gt_7735     0.060    0.339    0.000    0.209    0.392
Gt_7736     0.060    0.339    0.000    0.242    0.359
Gt_7737     0.060    0.339    0.000    0.276    0.325
Gt_7738     0.060    0.339    0.000    0.310    0.291
Gt_7739     0.060    0.339    0.000    0.343    0.258
Gt_7740     0.060    0.339    0.000    0.377    0.224
Gt_7741     0.060    0.339    0.000    0.411    0.190
Gt_7742     0.060    0.339    0.000    0.444    0.157
Gt_7743     0.060    0.339    0.000    0.478    0.123
Gt_7744     0.060    0.339    0.000    0.512    0.089
Gt_7745     0.060    0.339    0.000    0.545    0.056
Gt_7746     0.060    0.339    0.000    0.579    0.022
Gt_7747     0.060    0.339    0.000    0.601    0.000
Gt_7748     0.060    0.339    0.034    0.074    0.493
Gt_7749     0.060    0.339    0.034    0.108    0.460
Gt_7750     0.060    0.339    0.034    0.141    0.426
Gt_7751     0.060    0.339    0.034    0.175    0.392
Gt_7752     0.060    0.339    0.034    0.209    0.359
Gt_7753     0.060    0.339    0.034    0.242    0.325
Gt_7754     0.060    0.339    0.034    0.276    0.291
Gt_7755     0.060    0.339    0.034    0.310    0.258
Gt_7756     0.060    0.339    0.034    0.343    0.224
Gt_7757     0.060    0.339    0.034    0.377    0.190
Gt_7758     0.060    0.339    0.034    0.411    0.157
Gt_7759     0.060    0.339    0.034    0.444    0.123
Gt_7760     0.060    0.339    0.034    0.478    0.089
Gt_7761     0.060    0.339    0.034    0.512    0.056
Gt_7762     0.060    0.339    0.034    0.545    0.022
Gt_7763     0.060    0.339    0.034    0.567    0.000
Gt_7764     0.060    0.339    0.067    0.074    0.460
Gt_7765     0.060    0.339    0.067    0.108    0.426
Gt_7766     0.060    0.339    0.067    0.141    0.392
Gt_7767     0.060    0.339    0.067    0.175    0.359
Gt_7768     0.060    0.339    0.067    0.209    0.325
Gt_7769     0.060    0.339    0.067    0.242    0.291
Gt_7770     0.060    0.339    0.067    0.276    0.258
Gt_7771     0.060    0.339    0.067    0.310    0.224
Gt_7772     0.060    0.339    0.067    0.343    0.190
Gt_7773     0.060    0.339    0.067    0.377    0.157
Gt_7774     0.060    0.339    0.067    0.411    0.123
Gt_7775     0.060    0.339    0.067    0.444    0.089
Gt_7776     0.060    0.339    0.067    0.478    0.056
Gt_7777     0.060    0.339    0.067    0.512    0.022
Gt_7778     0.060    0.339    0.067    0.534    0.000
Gt_7779     0.060    0.339    0.101    0.074    0.426
Gt_7780     0.060    0.339    0.101    0.108    0.392
Gt_7781     0.060    0.339    0.101    0.141    0.359
Gt_7782     0.060    0.339    0.101    0.175    0.325
Gt_7783     0.060    0.339    0.101    0.209    0.291
Gt_7784     0.060    0.339    0.101    0.242    0.258
Gt_7785     0.060    0.339    0.101    0.276    0.224
Gt_7786     0.060    0.339    0.101    0.310    0.190
Gt_7787     0.060    0.339    0.101    0.343    0.157
Gt_7788     0.060    0.339    0.101    0.377    0.123
Gt_7789     0.060    0.339    0.101    0.411    0.089
Gt_7790     0.060    0.339    0.101    0.444    0.056
Gt_7791     0.060    0.339    0.101    0.478    0.022
Gt_7792     0.060    0.339    0.101    0.500    0.000
Gt_7793     0.060    0.339    0.135    0.074    0.392
Gt_7794     0.060    0.339    0.135    0.108    0.359
Gt_7795     0.060    0.339    0.135    0.141    0.325
Gt_7796     0.060    0.339    0.135    0.175    0.291
Gt_7797     0.060    0.339    0.135    0.209    0.258
Gt_7798     0.060    0.339    0.135    0.242    0.224
Gt_7799     0.060    0.339    0.135    0.276    0.190
Gt_7800     0.060    0.339    0.135    0.310    0.157
Gt_7801     0.060    0.339    0.135    0.343    0.123
Gt_7802     0.060    0.339    0.135    0.377    0.089
Gt_7803     0.060    0.339    0.135    0.411    0.056
Gt_7804     0.060    0.339    0.135    0.444    0.022
Gt_7805     0.060    0.339    0.135    0.466    0.000
Gt_7806     0.060    0.339    0.168    0.074    0.359
Gt_7807     0.060    0.339    0.168    0.108    0.325
Gt_7808     0.060    0.339    0.168    0.141    0.291
Gt_7809     0.060    0.339    0.168    0.175    0.258
Gt_7810     0.060    0.339    0.168    0.209    0.224
Gt_7811     0.060    0.339    0.168    0.242    0.190
Gt_7812     0.060    0.339    0.168    0.276    0.157
Gt_7813     0.060    0.339    0.168    0.310    0.123
Gt_7814     0.060    0.339    0.168    0.343    0.089
Gt_7815     0.060    0.339    0.168    0.377    0.056
Gt_7816     0.060    0.339    0.168    0.411    0.022
Gt_7817     0.060    0.339    0.168    0.433    0.000
Gt_7818     0.060    0.339    0.202    0.074    0.325
Gt_7819     0.060    0.339    0.202    0.108    0.291
Gt_7820     0.060    0.339    0.202    0.141    0.258
Gt_7821     0.060    0.339    0.202    0.175    0.224
Gt_7822     0.060    0.339    0.202    0.209    0.190
Gt_7823     0.060    0.339    0.202    0.242    0.157
Gt_7824     0.060    0.339    0.202    0.276    0.123
Gt_7825     0.060    0.339    0.202    0.310    0.089
Gt_7826     0.060    0.339    0.202    0.343    0.056
Gt_7827     0.060    0.339    0.202    0.377    0.022
Gt_7828     0.060    0.339    0.202    0.399    0.000
Gt_7829     0.060    0.339    0.236    0.074    0.291
Gt_7830     0.060    0.339    0.236    0.108    0.258
Gt_7831     0.060    0.339    0.236    0.141    0.224
Gt_7832     0.060    0.339    0.236    0.175    0.190
Gt_7833     0.060    0.339    0.236    0.209    0.157
Gt_7834     0.060    0.339    0.236    0.242    0.123
Gt_7835     0.060    0.339    0.236    0.276    0.089
Gt_7836     0.060    0.339    0.236    0.310    0.056
Gt_7837     0.060    0.339    0.236    0.343    0.022
Gt_7838     0.060    0.339    0.236    0.365    0.000
Gt_7839     0.060    0.339    0.269    0.074    0.258
Gt_7840     0.060    0.339    0.269    0.108    0.224
Gt_7841     0.060    0.339    0.269    0.141    0.190
Gt_7842     0.060    0.339    0.269    0.175    0.157
Gt_7843     0.060    0.339    0.269    0.209    0.123
Gt_7844     0.060    0.339    0.269    0.242    0.089
Gt_7845     0.060    0.339    0.269    0.276    0.056
Gt_7846     0.060    0.339    0.269    0.310    0.022
Gt_7847     0.060    0.339    0.269    0.332    0.000
Gt_7848     0.060    0.339    0.303    0.074    0.224
Gt_7849     0.060    0.339    0.303    0.108    0.190
Gt_7850     0.060    0.339    0.303    0.141    0.157
Gt_7851     0.060    0.339    0.303    0.175    0.123
Gt_7852     0.060    0.339    0.303    0.209    0.089
Gt_7853     0.060    0.339    0.303    0.242    0.056
Gt_7854     0.060    0.339    0.303    0.276    0.022
Gt_7855     0.060    0.339    0.303    0.298    0.000
Gt_7856     0.060    0.339    0.337    0.074    0.190
Gt_7857     0.060    0.339    0.337    0.108    0.157
Gt_7858     0.060    0.339    0.337    0.141    0.123
Gt_7859     0.060    0.339    0.337    0.175    0.089
Gt_7860     0.060    0.339    0.337    0.209    0.056
Gt_7861     0.060    0.339    0.337    0.242    0.022
Gt_7862     0.060    0.339    0.337    0.264    0.000
Gt_7863     0.060    0.339    0.370    0.074    0.157
Gt_7864     0.060    0.339    0.370    0.108    0.123
Gt_7865     0.060    0.339    0.370    0.141    0.089
Gt_7866     0.060    0.339    0.370    0.175    0.056
Gt_7867     0.060    0.339    0.370    0.209    0.022
Gt_7868     0.060    0.339    0.370    0.231    0.000
Gt_7869     0.060    0.339    0.404    0.074    0.123
Gt_7870     0.060    0.339    0.404    0.108    0.089
Gt_7871     0.060    0.339    0.404    0.141    0.056
Gt_7872     0.060    0.339    0.404    0.175    0.022
Gt_7873     0.060    0.339    0.404    0.197    0.000
Gt_7874     0.060    0.339    0.438    0.074    0.089
Gt_7875     0.060    0.339    0.438    0.108    0.056
Gt_7876     0.060    0.339    0.438    0.141    0.022
Gt_7877     0.060    0.339    0.438    0.163    0.000
Gt_7878     0.060    0.339    0.471    0.074    0.056
Gt_7879     0.060    0.339    0.471    0.108    0.022
Gt_7880     0.060    0.339    0.471    0.130    0.000
Gt_7881     0.060    0.339    0.505    0.074    0.022
Gt_7882     0.060    0.339    0.505    0.096    0.000
Gt_7883     0.060    0.339    0.527    0.074    0.000
Gt_7884     0.060    0.373    0.000    0.074    0.493
Gt_7885     0.060    0.373    0.000    0.108    0.460
Gt_7886     0.060    0.373    0.000    0.141    0.426
Gt_7887     0.060    0.373    0.000    0.175    0.392
Gt_7888     0.060    0.373    0.000    0.209    0.359
Gt_7889     0.060    0.373    0.000    0.242    0.325
Gt_7890     0.060    0.373    0.000    0.276    0.291
Gt_7891     0.060    0.373    0.000    0.310    0.258
Gt_7892     0.060    0.373    0.000    0.343    0.224
Gt_7893     0.060    0.373    0.000    0.377    0.190
Gt_7894     0.060    0.373    0.000    0.411    0.157
Gt_7895     0.060    0.373    0.000    0.444    0.123
Gt_7896     0.060    0.373    0.000    0.478    0.089
Gt_7897     0.060    0.373    0.000    0.512    0.056
Gt_7898     0.060    0.373    0.000    0.545    0.022
Gt_7899     0.060    0.373    0.000    0.567    0.000
Gt_7900     0.060    0.373    0.034    0.074    0.460
Gt_7901     0.060    0.373    0.034    0.108    0.426
Gt_7902     0.060    0.373    0.034    0.141    0.392
Gt_7903     0.060    0.373    0.034    0.175    0.359
Gt_7904     0.060    0.373    0.034    0.209    0.325
Gt_7905     0.060    0.373    0.034    0.242    0.291
Gt_7906     0.060    0.373    0.034    0.276    0.258
Gt_7907     0.060    0.373    0.034    0.310    0.224
Gt_7908     0.060    0.373    0.034    0.343    0.190
Gt_7909     0.060    0.373    0.034    0.377    0.157
Gt_7910     0.060    0.373    0.034    0.411    0.123
Gt_7911     0.060    0.373    0.034    0.444    0.089
Gt_7912     0.060    0.373    0.034    0.478    0.056
Gt_7913     0.060    0.373    0.034    0.512    0.022
Gt_7914     0.060    0.373    0.034    0.534    0.000
Gt_7915     0.060    0.373    0.067    0.074    0.426
Gt_7916     0.060    0.373    0.067    0.108    0.392
Gt_7917     0.060    0.373    0.067    0.141    0.359
Gt_7918     0.060    0.373    0.067    0.175    0.325
Gt_7919     0.060    0.373    0.067    0.209    0.291
Gt_7920     0.060    0.373    0.067    0.242    0.258
Gt_7921     0.060    0.373    0.067    0.276    0.224
Gt_7922     0.060    0.373    0.067    0.310    0.190
Gt_7923     0.060    0.373    0.067    0.343    0.157
Gt_7924     0.060    0.373    0.067    0.377    0.123
Gt_7925     0.060    0.373    0.067    0.411    0.089
Gt_7926     0.060    0.373    0.067    0.444    0.056
Gt_7927     0.060    0.373    0.067    0.478    0.022
Gt_7928     0.060    0.373    0.067    0.500    0.000
Gt_7929     0.060    0.373    0.101    0.074    0.392
Gt_7930     0.060    0.373    0.101    0.108    0.359
Gt_7931     0.060    0.373    0.101    0.141    0.325
Gt_7932     0.060    0.373    0.101    0.175    0.291
Gt_7933     0.060    0.373    0.101    0.209    0.258
Gt_7934     0.060    0.373    0.101    0.242    0.224
Gt_7935     0.060    0.373    0.101    0.276    0.190
Gt_7936     0.060    0.373    0.101    0.310    0.157
Gt_7937     0.060    0.373    0.101    0.343    0.123
Gt_7938     0.060    0.373    0.101    0.377    0.089
Gt_7939     0.060    0.373    0.101    0.411    0.056
Gt_7940     0.060    0.373    0.101    0.444    0.022
Gt_7941     0.060    0.373    0.101    0.466    0.000
Gt_7942     0.060    0.373    0.135    0.074    0.359
Gt_7943     0.060    0.373    0.135    0.108    0.325
Gt_7944     0.060    0.373    0.135    0.141    0.291
Gt_7945     0.060    0.373    0.135    0.175    0.258
Gt_7946     0.060    0.373    0.135    0.209    0.224
Gt_7947     0.060    0.373    0.135    0.242    0.190
Gt_7948     0.060    0.373    0.135    0.276    0.157
Gt_7949     0.060    0.373    0.135    0.310    0.123
Gt_7950     0.060    0.373    0.135    0.343    0.089
Gt_7951     0.060    0.373    0.135    0.377    0.056
Gt_7952     0.060    0.373    0.135    0.411    0.022
Gt_7953     0.060    0.373    0.135    0.433    0.000
Gt_7954     0.060    0.373    0.168    0.074    0.325
Gt_7955     0.060    0.373    0.168    0.108    0.291
Gt_7956     0.060    0.373    0.168    0.141    0.258
Gt_7957     0.060    0.373    0.168    0.175    0.224
Gt_7958     0.060    0.373    0.168    0.209    0.190
Gt_7959     0.060    0.373    0.168    0.242    0.157
Gt_7960     0.060    0.373    0.168    0.276    0.123
Gt_7961     0.060    0.373    0.168    0.310    0.089
Gt_7962     0.060    0.373    0.168    0.343    0.056
Gt_7963     0.060    0.373    0.168    0.377    0.022
Gt_7964     0.060    0.373    0.168    0.399    0.000
Gt_7965     0.060    0.373    0.202    0.074    0.291
Gt_7966     0.060    0.373    0.202    0.108    0.258
Gt_7967     0.060    0.373    0.202    0.141    0.224
Gt_7968     0.060    0.373    0.202    0.175    0.190
Gt_7969     0.060    0.373    0.202    0.209    0.157
Gt_7970     0.060    0.373    0.202    0.242    0.123
Gt_7971     0.060    0.373    0.202    0.276    0.089
Gt_7972     0.060    0.373    0.202    0.310    0.056
Gt_7973     0.060    0.373    0.202    0.343    0.022
Gt_7974     0.060    0.373    0.202    0.365    0.000
Gt_7975     0.060    0.373    0.236    0.074    0.258
Gt_7976     0.060    0.373    0.236    0.108    0.224
Gt_7977     0.060    0.373    0.236    0.141    0.190
Gt_7978     0.060    0.373    0.236    0.175    0.157
Gt_7979     0.060    0.373    0.236    0.209    0.123
Gt_7980     0.060    0.373    0.236    0.242    0.089
Gt_7981     0.060    0.373    0.236    0.276    0.056
Gt_7982     0.060    0.373    0.236    0.310    0.022
Gt_7983     0.060    0.373    0.236    0.332    0.000
Gt_7984     0.060    0.373    0.269    0.074    0.224
Gt_7985     0.060    0.373    0.269    0.108    0.190
Gt_7986     0.060    0.373    0.269    0.141    0.157
Gt_7987     0.060    0.373    0.269    0.175    0.123
Gt_7988     0.060    0.373    0.269    0.209    0.089
Gt_7989     0.060    0.373    0.269    0.242    0.056
Gt_7990     0.060    0.373    0.269    0.276    0.022
Gt_7991     0.060    0.373    0.269    0.298    0.000
Gt_7992     0.060    0.373    0.303    0.074    0.190
Gt_7993     0.060    0.373    0.303    0.108    0.157
Gt_7994     0.060    0.373    0.303    0.141    0.123
Gt_7995     0.060    0.373    0.303    0.175    0.089
Gt_7996     0.060    0.373    0.303    0.209    0.056
Gt_7997     0.060    0.373    0.303    0.242    0.022
Gt_7998     0.060    0.373    0.303    0.264    0.000
Gt_7999     0.060    0.373    0.337    0.074    0.157
Gt_8000     0.060    0.373    0.337    0.108    0.123
Gt_8001     0.060    0.373    0.337    0.141    0.089
Gt_8002     0.060    0.373    0.337    0.175    0.056
Gt_8003     0.060    0.373    0.337    0.209    0.022
Gt_8004     0.060    0.373    0.337    0.231    0.000
Gt_8005     0.060    0.373    0.370    0.074    0.123
Gt_8006     0.060    0.373    0.370    0.108    0.089
