
Solution: Pl(h)     
            Endmember fractions:
            abh      an      
ab25        0.258    0.742
ab29        0.291    0.709
ab32        0.324    0.676
ab35        0.356    0.644
ab38        0.389    0.611
ab42        0.422    0.578
ab45        0.454    0.546
ab48        0.487    0.513
ab51        0.520    0.480
ab55        0.552    0.448
ab58        0.585    0.415
ab61        0.618    0.382
ab65        0.650    0.350
ab68        0.682    0.318

Solution: O(HP)     
            Endmember fractions:
            fo       fa      
fo88        0.882    0.118
fo91        0.915    0.085
fo94        0.948    0.052
fo96.4      0.964    0.036

Solution: Sp(HP)    
            Endmember fractions:
            sp       herc    
sp78        0.785    0.215
sp80        0.808    0.192

Solution: Opx(HP)   
            Endmember fractions:
            mgts     en       fs       * see footnotes 1 & 2
Op90__0     0.000    0.903    0.097
Op93__0     0.000    0.936    0.064
Op94__0     0.000    0.941    0.059
Op90__3     0.033    0.870    0.094
Op93__3     0.033    0.903    0.062
Op94__3     0.033    0.908    0.057
Op90__6     0.066    0.837    0.091
Op93__6     0.066    0.870    0.060
Op94__6     0.066    0.875    0.055
Op90__9     0.100    0.804    0.087
Op93__9     0.100    0.837    0.057
Op94__9     0.100    0.842    0.053
Op90_13     0.133    0.770    0.084
Op93_13     0.133    0.804    0.055
Op94_13     0.133    0.808    0.051
Op90_16     0.166    0.737    0.081
Op93_16     0.166    0.770    0.053
Op94_16     0.166    0.775    0.049
Op90_18     0.180    0.723    0.079
Op93_18     0.180    0.756    0.052
Op94_18     0.180    0.761    0.048

1 - Although the bulk composition of pseudocompounds for this solution is fixed,
 the proportions of its endmembers may vary due to respeciation.


2 - Proportions output here may sum to <1 because the ordered species
may have non-zero initial proportions.


Solution: Cpx(HP)   
            Endmember fractions:
            cats     jd       hed      di      
Gt_1432     0.037    0.078    0.172    0.254    0.459
Gt_1433     0.037    0.078    0.172    0.288    0.425
Gt_1434     0.037    0.078    0.172    0.321    0.392
Gt_1435     0.037    0.078    0.172    0.355    0.358
Gt_1436     0.037    0.078    0.172    0.389    0.324
Gt_1437     0.037    0.078    0.172    0.422    0.291
Gt_1438     0.037    0.078    0.172    0.456    0.257
Gt_1439     0.037    0.078    0.172    0.490    0.223
Gt_1440     0.037    0.078    0.172    0.523    0.190
Gt_1441     0.037    0.078    0.172    0.557    0.156
Gt_1442     0.037    0.078    0.172    0.591    0.122
Gt_1443     0.037    0.078    0.172    0.624    0.089
Gt_1444     0.037    0.078    0.172    0.658    0.055
Gt_1445     0.037    0.078    0.172    0.692    0.021
Gt_1446     0.037    0.078    0.172    0.713    0.000
Gt_1447     0.037    0.078    0.206    0.086    0.594
Gt_1448     0.037    0.078    0.206    0.119    0.560
Gt_1449     0.037    0.078    0.206    0.153    0.526
Gt_1450     0.037    0.078    0.206    0.187    0.493
Gt_1451     0.037    0.078    0.206    0.220    0.459
Gt_1452     0.037    0.078    0.206    0.254    0.425
Gt_1453     0.037    0.078    0.206    0.288    0.392
Gt_1454     0.037    0.078    0.206    0.321    0.358
Gt_1455     0.037    0.078    0.206    0.355    0.324
Gt_1456     0.037    0.078    0.206    0.389    0.291
Gt_1457     0.037    0.078    0.206    0.422    0.257
Gt_1458     0.037    0.078    0.206    0.456    0.223
Gt_1459     0.037    0.078    0.206    0.490    0.190
Gt_1460     0.037    0.078    0.206    0.523    0.156
Gt_1461     0.037    0.078    0.206    0.557    0.122
Gt_1462     0.037    0.078    0.206    0.591    0.089
Gt_1463     0.037    0.078    0.206    0.624    0.055
Gt_1464     0.037    0.078    0.206    0.658    0.021
Gt_1465     0.037    0.078    0.206    0.679    0.000
Gt_1466     0.037    0.078    0.239    0.086    0.560
Gt_1467     0.037    0.078    0.239    0.119    0.526
Gt_1468     0.037    0.078    0.239    0.153    0.493
Gt_1469     0.037    0.078    0.239    0.187    0.459
Gt_1470     0.037    0.078    0.239    0.220    0.425
Gt_1471     0.037    0.078    0.239    0.254    0.392
Gt_1472     0.037    0.078    0.239    0.288    0.358
Gt_1473     0.037    0.078    0.239    0.321    0.324
Gt_1474     0.037    0.078    0.239    0.355    0.291
Gt_1475     0.037    0.078    0.239    0.389    0.257
Gt_1476     0.037    0.078    0.239    0.422    0.223
Gt_1477     0.037    0.078    0.239    0.456    0.190
Gt_1478     0.037    0.078    0.239    0.490    0.156
Gt_1479     0.037    0.078    0.239    0.523    0.122
Gt_1480     0.037    0.078    0.239    0.557    0.089
Gt_1481     0.037    0.078    0.239    0.591    0.055
Gt_1482     0.037    0.078    0.239    0.624    0.021
Gt_1483     0.037    0.078    0.239    0.646    0.000
Gt_1484     0.037    0.078    0.273    0.086    0.526
Gt_1485     0.037    0.078    0.273    0.119    0.493
Gt_1486     0.037    0.078    0.273    0.153    0.459
Gt_1487     0.037    0.078    0.273    0.187    0.425
Gt_1488     0.037    0.078    0.273    0.220    0.392
Gt_1489     0.037    0.078    0.273    0.254    0.358
Gt_1490     0.037    0.078    0.273    0.288    0.324
Gt_1491     0.037    0.078    0.273    0.321    0.291
Gt_1492     0.037    0.078    0.273    0.355    0.257
Gt_1493     0.037    0.078    0.273    0.389    0.223
Gt_1494     0.037    0.078    0.273    0.422    0.190
Gt_1495     0.037    0.078    0.273    0.456    0.156
Gt_1496     0.037    0.078    0.273    0.490    0.122
Gt_1497     0.037    0.078    0.273    0.523    0.089
Gt_1498     0.037    0.078    0.273    0.557    0.055
Gt_1499     0.037    0.078    0.273    0.591    0.021
Gt_1500     0.037    0.078    0.273    0.612    0.000
Gt_1501     0.037    0.078    0.307    0.086    0.493
Gt_1502     0.037    0.078    0.307    0.119    0.459
Gt_1503     0.037    0.078    0.307    0.153    0.425
Gt_1504     0.037    0.078    0.307    0.187    0.392
Gt_1505     0.037    0.078    0.307    0.220    0.358
Gt_1506     0.037    0.078    0.307    0.254    0.324
Gt_1507     0.037    0.078    0.307    0.288    0.291
Gt_1508     0.037    0.078    0.307    0.321    0.257
Gt_1509     0.037    0.078    0.307    0.355    0.223
Gt_1510     0.037    0.078    0.307    0.389    0.190
Gt_1511     0.037    0.078    0.307    0.422    0.156
Gt_1512     0.037    0.078    0.307    0.456    0.122
Gt_1513     0.037    0.078    0.307    0.490    0.089
Gt_1514     0.037    0.078    0.307    0.523    0.055
Gt_1515     0.037    0.078    0.307    0.557    0.021
Gt_1516     0.037    0.078    0.307    0.578    0.000
Gt_1517     0.037    0.078    0.340    0.086    0.459
Gt_1518     0.037    0.078    0.340    0.119    0.425
Gt_1519     0.037    0.078    0.340    0.153    0.392
Gt_1520     0.037    0.078    0.340    0.187    0.358
Gt_1521     0.037    0.078    0.340    0.220    0.324
Gt_1522     0.037    0.078    0.340    0.254    0.291
Gt_1523     0.037    0.078    0.340    0.288    0.257
Gt_1524     0.037    0.078    0.340    0.321    0.223
Gt_1525     0.037    0.078    0.340    0.355    0.190
Gt_1526     0.037    0.078    0.340    0.389    0.156
Gt_1527     0.037    0.078    0.340    0.422    0.122
Gt_1528     0.037    0.078    0.340    0.456    0.089
Gt_1529     0.037    0.078    0.340    0.490    0.055
Gt_1530     0.037    0.078    0.340    0.523    0.021
Gt_1531     0.037    0.078    0.340    0.545    0.000
Gt_1532     0.037    0.078    0.374    0.086    0.425
Gt_1533     0.037    0.078    0.374    0.119    0.392
Gt_1534     0.037    0.078    0.374    0.153    0.358
Gt_1535     0.037    0.078    0.374    0.187    0.324
Gt_1536     0.037    0.078    0.374    0.220    0.291
Gt_1537     0.037    0.078    0.374    0.254    0.257
Gt_1538     0.037    0.078    0.374    0.288    0.223
Gt_1539     0.037    0.078    0.374    0.321    0.190
Gt_1540     0.037    0.078    0.374    0.355    0.156
Gt_1541     0.037    0.078    0.374    0.389    0.122
Gt_1542     0.037    0.078    0.374    0.422    0.089
Gt_1543     0.037    0.078    0.374    0.456    0.055
Gt_1544     0.037    0.078    0.374    0.490    0.021
Gt_1545     0.037    0.078    0.374    0.511    0.000
Gt_1546     0.037    0.078    0.408    0.086    0.392
Gt_1547     0.037    0.078    0.408    0.119    0.358
Gt_1548     0.037    0.078    0.408    0.153    0.324
Gt_1549     0.037    0.078    0.408    0.187    0.291
Gt_1550     0.037    0.078    0.408    0.220    0.257
Gt_1551     0.037    0.078    0.408    0.254    0.223
Gt_1552     0.037    0.078    0.408    0.288    0.190
Gt_1553     0.037    0.078    0.408    0.321    0.156
Gt_1554     0.037    0.078    0.408    0.355    0.122
Gt_1555     0.037    0.078    0.408    0.389    0.089
Gt_1556     0.037    0.078    0.408    0.422    0.055
Gt_1557     0.037    0.078    0.408    0.456    0.021
Gt_1558     0.037    0.078    0.408    0.477    0.000
Gt_1559     0.037    0.078    0.441    0.086    0.358
Gt_1560     0.037    0.078    0.441    0.119    0.324
Gt_1561     0.037    0.078    0.441    0.153    0.291
Gt_1562     0.037    0.078    0.441    0.187    0.257
Gt_1563     0.037    0.078    0.441    0.220    0.223
Gt_1564     0.037    0.078    0.441    0.254    0.190
Gt_1565     0.037    0.078    0.441    0.288    0.156
Gt_1566     0.037    0.078    0.441    0.321    0.122
Gt_1567     0.037    0.078    0.441    0.355    0.089
Gt_1568     0.037    0.078    0.441    0.389    0.055
Gt_1569     0.037    0.078    0.441    0.422    0.021
Gt_1570     0.037    0.078    0.441    0.444    0.000
Gt_1571     0.037    0.078    0.475    0.086    0.324
Gt_1572     0.037    0.078    0.475    0.119    0.291
Gt_1573     0.037    0.078    0.475    0.153    0.257
Gt_1574     0.037    0.078    0.475    0.187    0.223
Gt_1575     0.037    0.078    0.475    0.220    0.190
Gt_1576     0.037    0.078    0.475    0.254    0.156
Gt_1577     0.037    0.078    0.475    0.288    0.122
Gt_1578     0.037    0.078    0.475    0.321    0.089
Gt_1579     0.037    0.078    0.475    0.355    0.055
Gt_1580     0.037    0.078    0.475    0.389    0.021
Gt_1581     0.037    0.078    0.475    0.410    0.000
Gt_1582     0.037    0.078    0.509    0.086    0.291
Gt_1583     0.037    0.078    0.509    0.119    0.257
Gt_1584     0.037    0.078    0.509    0.153    0.223
Gt_1585     0.037    0.078    0.509    0.187    0.190
Gt_1586     0.037    0.078    0.509    0.220    0.156
Gt_1587     0.037    0.078    0.509    0.254    0.122
Gt_1588     0.037    0.078    0.509    0.288    0.089
Gt_1589     0.037    0.078    0.509    0.321    0.055
Gt_1590     0.037    0.078    0.509    0.355    0.021
Gt_1591     0.037    0.078    0.509    0.376    0.000
Gt_1592     0.037    0.078    0.542    0.086    0.257
Gt_1593     0.037    0.078    0.542    0.119    0.223
Gt_1594     0.037    0.078    0.542    0.153    0.190
Gt_1595     0.037    0.078    0.542    0.187    0.156
Gt_1596     0.037    0.078    0.542    0.220    0.122
Gt_1597     0.037    0.078    0.542    0.254    0.089
Gt_1598     0.037    0.078    0.542    0.288    0.055
Gt_1599     0.037    0.078    0.542    0.321    0.021
Gt_1600     0.037    0.078    0.542    0.343    0.000
Gt_1601     0.037    0.078    0.576    0.086    0.223
Gt_1602     0.037    0.078    0.576    0.119    0.190
Gt_1603     0.037    0.078    0.576    0.153    0.156
Gt_1604     0.037    0.078    0.576    0.187    0.122
Gt_1605     0.037    0.078    0.576    0.220    0.089
Gt_1606     0.037    0.078    0.576    0.254    0.055
Gt_1607     0.037    0.078    0.576    0.288    0.021
Gt_1608     0.037    0.078    0.576    0.309    0.000
Gt_1609     0.037    0.078    0.610    0.086    0.190
Gt_1610     0.037    0.078    0.610    0.119    0.156
Gt_1611     0.037    0.078    0.610    0.153    0.122
Gt_1612     0.037    0.078    0.610    0.187    0.089
Gt_1613     0.037    0.078    0.610    0.220    0.055
Gt_1614     0.037    0.078    0.610    0.254    0.021
Gt_1615     0.037    0.078    0.610    0.275    0.000
Gt_1616     0.037    0.078    0.643    0.086    0.156
Gt_1617     0.037    0.078    0.643    0.119    0.122
Gt_1618     0.037    0.078    0.643    0.153    0.089
Gt_1619     0.037    0.078    0.643    0.187    0.055
Gt_1620     0.037    0.078    0.643    0.220    0.021
Gt_1621     0.037    0.078    0.643    0.242    0.000
Gt_1622     0.037    0.078    0.677    0.086    0.122
Gt_1623     0.037    0.078    0.677    0.119    0.089
Gt_1624     0.037    0.078    0.677    0.153    0.055
Gt_1625     0.037    0.078    0.677    0.187    0.021
Gt_1626     0.037    0.078    0.677    0.208    0.000
Gt_1627     0.037    0.078    0.688    0.086    0.112
Gt_1628     0.037    0.078    0.688    0.119    0.078
Gt_1629     0.037    0.078    0.688    0.153    0.044
Gt_1630     0.037    0.078    0.688    0.187    0.011
Gt_1631     0.037    0.078    0.688    0.197    0.000
Gt_1632     0.037    0.112    0.037    0.086    0.728
Gt_1633     0.037    0.112    0.037    0.119    0.695
Gt_1634     0.037    0.112    0.037    0.153    0.661
Gt_1635     0.037    0.112    0.037    0.187    0.627
Gt_1636     0.037    0.112    0.037    0.220    0.594
Gt_1637     0.037    0.112    0.037    0.254    0.560
Gt_1638     0.037    0.112    0.037    0.288    0.526
Gt_1639     0.037    0.112    0.037    0.321    0.493
Gt_1640     0.037    0.112    0.037    0.355    0.459
Gt_1641     0.037    0.112    0.037    0.389    0.425
Gt_1642     0.037    0.112    0.037    0.422    0.392
Gt_1643     0.037    0.112    0.037    0.456    0.358
Gt_1644     0.037    0.112    0.037    0.490    0.324
Gt_1645     0.037    0.112    0.037    0.523    0.291
Gt_1646     0.037    0.112    0.037    0.557    0.257
Gt_1647     0.037    0.112    0.037    0.591    0.223
Gt_1648     0.037    0.112    0.037    0.624    0.190
Gt_1649     0.037    0.112    0.037    0.658    0.156
Gt_1650     0.037    0.112    0.037    0.692    0.122
Gt_1651     0.037    0.112    0.037    0.725    0.089
Gt_1652     0.037    0.112    0.037    0.759    0.055
Gt_1653     0.037    0.112    0.037    0.765    0.049
Gt_1654     0.037    0.112    0.071    0.086    0.695
Gt_1655     0.037    0.112    0.071    0.119    0.661
Gt_1656     0.037    0.112    0.071    0.153    0.627
Gt_1657     0.037    0.112    0.071    0.187    0.594
Gt_1658     0.037    0.112    0.071    0.220    0.560
Gt_1659     0.037    0.112    0.071    0.254    0.526
Gt_1660     0.037    0.112    0.071    0.288    0.493
Gt_1661     0.037    0.112    0.071    0.321    0.459
Gt_1662     0.037    0.112    0.071    0.355    0.425
Gt_1663     0.037    0.112    0.071    0.389    0.392
Gt_1664     0.037    0.112    0.071    0.422    0.358
Gt_1665     0.037    0.112    0.071    0.456    0.324
Gt_1666     0.037    0.112    0.071    0.490    0.291
Gt_1667     0.037    0.112    0.071    0.523    0.257
Gt_1668     0.037    0.112    0.071    0.557    0.223
Gt_1669     0.037    0.112    0.071    0.591    0.190
Gt_1670     0.037    0.112    0.071    0.624    0.156
Gt_1671     0.037    0.112    0.071    0.658    0.122
Gt_1672     0.037    0.112    0.071    0.692    0.089
Gt_1673     0.037    0.112    0.071    0.725    0.055
Gt_1674     0.037    0.112    0.071    0.759    0.021
Gt_1675     0.037    0.112    0.071    0.765    0.015
Gt_1676     0.037    0.112    0.105    0.086    0.661
Gt_1677     0.037    0.112    0.105    0.119    0.627
Gt_1678     0.037    0.112    0.105    0.153    0.594
Gt_1679     0.037    0.112    0.105    0.187    0.560
Gt_1680     0.037    0.112    0.105    0.220    0.526
Gt_1681     0.037    0.112    0.105    0.254    0.493
Gt_1682     0.037    0.112    0.105    0.288    0.459
Gt_1683     0.037    0.112    0.105    0.321    0.425
Gt_1684     0.037    0.112    0.105    0.355    0.392
Gt_1685     0.037    0.112    0.105    0.389    0.358
Gt_1686     0.037    0.112    0.105    0.422    0.324
Gt_1687     0.037    0.112    0.105    0.456    0.291
Gt_1688     0.037    0.112    0.105    0.490    0.257
Gt_1689     0.037    0.112    0.105    0.523    0.223
Gt_1690     0.037    0.112    0.105    0.557    0.190
Gt_1691     0.037    0.112    0.105    0.591    0.156
Gt_1692     0.037    0.112    0.105    0.624    0.122
Gt_1693     0.037    0.112    0.105    0.658    0.089
Gt_1694     0.037    0.112    0.105    0.692    0.055
Gt_1695     0.037    0.112    0.105    0.725    0.021
Gt_1696     0.037    0.112    0.105    0.747    0.000
Gt_1697     0.037    0.112    0.138    0.086    0.627
Gt_1698     0.037    0.112    0.138    0.119    0.594
Gt_1699     0.037    0.112    0.138    0.153    0.560
Gt_1700     0.037    0.112    0.138    0.187    0.526
Gt_1701     0.037    0.112    0.138    0.220    0.493
Gt_1702     0.037    0.112    0.138    0.254    0.459
Gt_1703     0.037    0.112    0.138    0.288    0.425
Gt_1704     0.037    0.112    0.138    0.321    0.392
Gt_1705     0.037    0.112    0.138    0.355    0.358
Gt_1706     0.037    0.112    0.138    0.389    0.324
Gt_1707     0.037    0.112    0.138    0.422    0.291
Gt_1708     0.037    0.112    0.138    0.456    0.257
Gt_1709     0.037    0.112    0.138    0.490    0.223
Gt_1710     0.037    0.112    0.138    0.523    0.190
Gt_1711     0.037    0.112    0.138    0.557    0.156
Gt_1712     0.037    0.112    0.138    0.591    0.122
Gt_1713     0.037    0.112    0.138    0.624    0.089
Gt_1714     0.037    0.112    0.138    0.658    0.055
Gt_1715     0.037    0.112    0.138    0.692    0.021
Gt_1716     0.037    0.112    0.138    0.713    0.000
Gt_1717     0.037    0.112    0.172    0.086    0.594
Gt_1718     0.037    0.112    0.172    0.119    0.560
Gt_1719     0.037    0.112    0.172    0.153    0.526
Gt_1720     0.037    0.112    0.172    0.187    0.493
Gt_1721     0.037    0.112    0.172    0.220    0.459
Gt_1722     0.037    0.112    0.172    0.254    0.425
Gt_1723     0.037    0.112    0.172    0.288    0.392
Gt_1724     0.037    0.112    0.172    0.321    0.358
Gt_1725     0.037    0.112    0.172    0.355    0.324
Gt_1726     0.037    0.112    0.172    0.389    0.291
Gt_1727     0.037    0.112    0.172    0.422    0.257
Gt_1728     0.037    0.112    0.172    0.456    0.223
Gt_1729     0.037    0.112    0.172    0.490    0.190
Gt_1730     0.037    0.112    0.172    0.523    0.156
Gt_1731     0.037    0.112    0.172    0.557    0.122
Gt_1732     0.037    0.112    0.172    0.591    0.089
Gt_1733     0.037    0.112    0.172    0.624    0.055
Gt_1734     0.037    0.112    0.172    0.658    0.021
Gt_1735     0.037    0.112    0.172    0.679    0.000
Gt_1736     0.037    0.112    0.206    0.086    0.560
Gt_1737     0.037    0.112    0.206    0.119    0.526
Gt_1738     0.037    0.112    0.206    0.153    0.493
Gt_1739     0.037    0.112    0.206    0.187    0.459
Gt_1740     0.037    0.112    0.206    0.220    0.425
Gt_1741     0.037    0.112    0.206    0.254    0.392
Gt_1742     0.037    0.112    0.206    0.288    0.358
Gt_1743     0.037    0.112    0.206    0.321    0.324
Gt_1744     0.037    0.112    0.206    0.355    0.291
Gt_1745     0.037    0.112    0.206    0.389    0.257
Gt_1746     0.037    0.112    0.206    0.422    0.223
Gt_1747     0.037    0.112    0.206    0.456    0.190
Gt_1748     0.037    0.112    0.206    0.490    0.156
Gt_1749     0.037    0.112    0.206    0.523    0.122
Gt_1750     0.037    0.112    0.206    0.557    0.089
Gt_1751     0.037    0.112    0.206    0.591    0.055
Gt_1752     0.037    0.112    0.206    0.624    0.021
Gt_1753     0.037    0.112    0.206    0.646    0.000
Gt_1754     0.037    0.112    0.239    0.086    0.526
Gt_1755     0.037    0.112    0.239    0.119    0.493
Gt_1756     0.037    0.112    0.239    0.153    0.459
Gt_1757     0.037    0.112    0.239    0.187    0.425
Gt_1758     0.037    0.112    0.239    0.220    0.392
Gt_1759     0.037    0.112    0.239    0.254    0.358
Gt_1760     0.037    0.112    0.239    0.288    0.324
Gt_1761     0.037    0.112    0.239    0.321    0.291
Gt_1762     0.037    0.112    0.239    0.355    0.257
Gt_1763     0.037    0.112    0.239    0.389    0.223
Gt_1764     0.037    0.112    0.239    0.422    0.190
Gt_1765     0.037    0.112    0.239    0.456    0.156
Gt_1766     0.037    0.112    0.239    0.490    0.122
Gt_1767     0.037    0.112    0.239    0.523    0.089
Gt_1768     0.037    0.112    0.239    0.557    0.055
Gt_1769     0.037    0.112    0.239    0.591    0.021
Gt_1770     0.037    0.112    0.239    0.612    0.000
Gt_1771     0.037    0.112    0.273    0.086    0.493
Gt_1772     0.037    0.112    0.273    0.119    0.459
Gt_1773     0.037    0.112    0.273    0.153    0.425
Gt_1774     0.037    0.112    0.273    0.187    0.392
Gt_1775     0.037    0.112    0.273    0.220    0.358
Gt_1776     0.037    0.112    0.273    0.254    0.324
Gt_1777     0.037    0.112    0.273    0.288    0.291
Gt_1778     0.037    0.112    0.273    0.321    0.257
Gt_1779     0.037    0.112    0.273    0.355    0.223
Gt_1780     0.037    0.112    0.273    0.389    0.190
Gt_1781     0.037    0.112    0.273    0.422    0.156
Gt_1782     0.037    0.112    0.273    0.456    0.122
Gt_1783     0.037    0.112    0.273    0.490    0.089
Gt_1784     0.037    0.112    0.273    0.523    0.055
Gt_1785     0.037    0.112    0.273    0.557    0.021
Gt_1786     0.037    0.112    0.273    0.578    0.000
Gt_1787     0.037    0.112    0.307    0.086    0.459
Gt_1788     0.037    0.112    0.307    0.119    0.425
Gt_1789     0.037    0.112    0.307    0.153    0.392
Gt_1790     0.037    0.112    0.307    0.187    0.358
Gt_1791     0.037    0.112    0.307    0.220    0.324
Gt_1792     0.037    0.112    0.307    0.254    0.291
Gt_1793     0.037    0.112    0.307    0.288    0.257
Gt_1794     0.037    0.112    0.307    0.321    0.223
Gt_1795     0.037    0.112    0.307    0.355    0.190
Gt_1796     0.037    0.112    0.307    0.389    0.156
Gt_1797     0.037    0.112    0.307    0.422    0.122
Gt_1798     0.037    0.112    0.307    0.456    0.089
Gt_1799     0.037    0.112    0.307    0.490    0.055
Gt_1800     0.037    0.112    0.307    0.523    0.021
Gt_1801     0.037    0.112    0.307    0.545    0.000
Gt_1802     0.037    0.112    0.340    0.086    0.425
Gt_1803     0.037    0.112    0.340    0.119    0.392
Gt_1804     0.037    0.112    0.340    0.153    0.358
Gt_1805     0.037    0.112    0.340    0.187    0.324
Gt_1806     0.037    0.112    0.340    0.220    0.291
Gt_1807     0.037    0.112    0.340    0.254    0.257
Gt_1808     0.037    0.112    0.340    0.288    0.223
Gt_1809     0.037    0.112    0.340    0.321    0.190
Gt_1810     0.037    0.112    0.340    0.355    0.156
Gt_1811     0.037    0.112    0.340    0.389    0.122
Gt_1812     0.037    0.112    0.340    0.422    0.089
Gt_1813     0.037    0.112    0.340    0.456    0.055
Gt_1814     0.037    0.112    0.340    0.490    0.021
Gt_1815     0.037    0.112    0.340    0.511    0.000
Gt_1816     0.037    0.112    0.374    0.086    0.392
Gt_1817     0.037    0.112    0.374    0.119    0.358
Gt_1818     0.037    0.112    0.374    0.153    0.324
Gt_1819     0.037    0.112    0.374    0.187    0.291
Gt_1820     0.037    0.112    0.374    0.220    0.257
Gt_1821     0.037    0.112    0.374    0.254    0.223
Gt_1822     0.037    0.112    0.374    0.288    0.190
Gt_1823     0.037    0.112    0.374    0.321    0.156
Gt_1824     0.037    0.112    0.374    0.355    0.122
Gt_1825     0.037    0.112    0.374    0.389    0.089
Gt_1826     0.037    0.112    0.374    0.422    0.055
Gt_1827     0.037    0.112    0.374    0.456    0.021
Gt_1828     0.037    0.112    0.374    0.477    0.000
Gt_1829     0.037    0.112    0.408    0.086    0.358
Gt_1830     0.037    0.112    0.408    0.119    0.324
Gt_1831     0.037    0.112    0.408    0.153    0.291
Gt_1832     0.037    0.112    0.408    0.187    0.257
Gt_1833     0.037    0.112    0.408    0.220    0.223
Gt_1834     0.037    0.112    0.408    0.254    0.190
Gt_1835     0.037    0.112    0.408    0.288    0.156
Gt_1836     0.037    0.112    0.408    0.321    0.122
Gt_1837     0.037    0.112    0.408    0.355    0.089
Gt_1838     0.037    0.112    0.408    0.389    0.055
Gt_1839     0.037    0.112    0.408    0.422    0.021
Gt_1840     0.037    0.112    0.408    0.444    0.000
Gt_1841     0.037    0.112    0.441    0.086    0.324
Gt_1842     0.037    0.112    0.441    0.119    0.291
Gt_1843     0.037    0.112    0.441    0.153    0.257
Gt_1844     0.037    0.112    0.441    0.187    0.223
Gt_1845     0.037    0.112    0.441    0.220    0.190
Gt_1846     0.037    0.112    0.441    0.254    0.156
Gt_1847     0.037    0.112    0.441    0.288    0.122
Gt_1848     0.037    0.112    0.441    0.321    0.089
Gt_1849     0.037    0.112    0.441    0.355    0.055
Gt_1850     0.037    0.112    0.441    0.389    0.021
Gt_1851     0.037    0.112    0.441    0.410    0.000
Gt_1852     0.037    0.112    0.475    0.086    0.291
Gt_1853     0.037    0.112    0.475    0.119    0.257
Gt_1854     0.037    0.112    0.475    0.153    0.223
Gt_1855     0.037    0.112    0.475    0.187    0.190
Gt_1856     0.037    0.112    0.475    0.220    0.156
Gt_1857     0.037    0.112    0.475    0.254    0.122
Gt_1858     0.037    0.112    0.475    0.288    0.089
Gt_1859     0.037    0.112    0.475    0.321    0.055
Gt_1860     0.037    0.112    0.475    0.355    0.021
Gt_1861     0.037    0.112    0.475    0.376    0.000
Gt_1862     0.037    0.112    0.509    0.086    0.257
Gt_1863     0.037    0.112    0.509    0.119    0.223
Gt_1864     0.037    0.112    0.509    0.153    0.190
Gt_1865     0.037    0.112    0.509    0.187    0.156
Gt_1866     0.037    0.112    0.509    0.220    0.122
Gt_1867     0.037    0.112    0.509    0.254    0.089
Gt_1868     0.037    0.112    0.509    0.288    0.055
Gt_1869     0.037    0.112    0.509    0.321    0.021
Gt_1870     0.037    0.112    0.509    0.343    0.000
Gt_1871     0.037    0.112    0.542    0.086    0.223
Gt_1872     0.037    0.112    0.542    0.119    0.190
Gt_1873     0.037    0.112    0.542    0.153    0.156
Gt_1874     0.037    0.112    0.542    0.187    0.122
Gt_1875     0.037    0.112    0.542    0.220    0.089
Gt_1876     0.037    0.112    0.542    0.254    0.055
Gt_1877     0.037    0.112    0.542    0.288    0.021
Gt_1878     0.037    0.112    0.542    0.309    0.000
Gt_1879     0.037    0.112    0.576    0.086    0.190
Gt_1880     0.037    0.112    0.576    0.119    0.156
Gt_1881     0.037    0.112    0.576    0.153    0.122
Gt_1882     0.037    0.112    0.576    0.187    0.089
Gt_1883     0.037    0.112    0.576    0.220    0.055
Gt_1884     0.037    0.112    0.576    0.254    0.021
Gt_1885     0.037    0.112    0.576    0.275    0.000
Gt_1886     0.037    0.112    0.610    0.086    0.156
Gt_1887     0.037    0.112    0.610    0.119    0.122
Gt_1888     0.037    0.112    0.610    0.153    0.089
Gt_1889     0.037    0.112    0.610    0.187    0.055
Gt_1890     0.037    0.112    0.610    0.220    0.021
Gt_1891     0.037    0.112    0.610    0.242    0.000
Gt_1892     0.037    0.112    0.643    0.086    0.122
Gt_1893     0.037    0.112    0.643    0.119    0.089
Gt_1894     0.037    0.112    0.643    0.153    0.055
Gt_1895     0.037    0.112    0.643    0.187    0.021
Gt_1896     0.037    0.112    0.643    0.208    0.000
Gt_1897     0.037    0.112    0.677    0.086    0.089
Gt_1898     0.037    0.112    0.677    0.119    0.055
Gt_1899     0.037    0.112    0.677    0.153    0.021
Gt_1900     0.037    0.112    0.677    0.174    0.000
Gt_1901     0.037    0.112    0.688    0.086    0.078
Gt_1902     0.037    0.112    0.688    0.119    0.044
Gt_1903     0.037    0.112    0.688    0.153    0.011
Gt_1904     0.037    0.112    0.688    0.164    0.000
Gt_1905     0.037    0.146    0.037    0.086    0.695
Gt_1906     0.037    0.146    0.037    0.119    0.661
Gt_1907     0.037    0.146    0.037    0.153    0.627
Gt_1908     0.037    0.146    0.037    0.187    0.594
Gt_1909     0.037    0.146    0.037    0.220    0.560
Gt_1910     0.037    0.146    0.037    0.254    0.526
Gt_1911     0.037    0.146    0.037    0.288    0.493
Gt_1912     0.037    0.146    0.037    0.321    0.459
Gt_1913     0.037    0.146    0.037    0.355    0.425
Gt_1914     0.037    0.146    0.037    0.389    0.392
Gt_1915     0.037    0.146    0.037    0.422    0.358
Gt_1916     0.037    0.146    0.037    0.456    0.324
