
Solution: Pl(h)     
            Endmember fractions:
            abh      an      
ab11        0.115    0.885
ab14        0.148    0.852
ab18        0.181    0.819
ab21        0.213    0.787
ab24        0.246    0.754
ab27        0.279    0.721
ab31        0.311    0.689
ab34        0.344    0.656
ab37        0.377    0.623
ab40        0.409    0.591
ab44        0.442    0.558
ab47        0.475    0.525
ab50        0.507    0.493
ab53        0.535    0.465

Solution: O(HP)     
            Endmember fractions:
            fo       fa      
fo88        0.881    0.119
fo91        0.914    0.086
fo94        0.947    0.053
fo96.1      0.961    0.039

Solution: Sp(HP)    
            Endmember fractions:
            sp       herc    
sp78        0.789    0.211
sp80        0.808    0.192

Solution: Opx(HP)   
            Endmember fractions:
            mgts     en       fs       * see footnotes 1 & 2
Op90__0     0.000    0.904    0.096
Op93__0     0.000    0.938    0.062
Op94__0     0.000    0.945    0.055
Op90__3     0.033    0.871    0.092
Op93__3     0.033    0.904    0.060
Op94__3     0.033    0.912    0.053
Op90__6     0.066    0.838    0.089
Op93__6     0.066    0.871    0.058
Op94__6     0.066    0.878    0.052
Op90__9     0.100    0.805    0.086
Op93__9     0.100    0.838    0.056
Op94__9     0.100    0.845    0.050
Op90_13     0.133    0.772    0.083
Op93_13     0.133    0.805    0.054
Op94_13     0.133    0.812    0.048
Op90_16     0.166    0.739    0.080
Op93_16     0.166    0.772    0.052
Op94_16     0.166    0.779    0.046
Op90_17     0.178    0.726    0.078
Op93_17     0.178    0.759    0.051
Op94_17     0.178    0.766    0.045

1 - Although the bulk composition of pseudocompounds for this solution is fixed,
 the proportions of its endmembers may vary due to respeciation.


2 - Proportions output here may sum to <1 because the ordered species
may have non-zero initial proportions.


Solution: Cpx(HP)   
            Endmember fractions:
            cats     jd       hed      di      
Gt_2431     0.039    0.195    0.204    0.464    0.097
Gt_2432     0.039    0.195    0.204    0.497    0.064
Gt_2433     0.039    0.195    0.204    0.531    0.030
Gt_2434     0.039    0.195    0.204    0.561    0.000
Gt_2435     0.039    0.195    0.238    0.026    0.501
Gt_2436     0.039    0.195    0.238    0.060    0.468
Gt_2437     0.039    0.195    0.238    0.093    0.434
Gt_2438     0.039    0.195    0.238    0.127    0.400
Gt_2439     0.039    0.195    0.238    0.161    0.367
Gt_2440     0.039    0.195    0.238    0.194    0.333
Gt_2441     0.039    0.195    0.238    0.228    0.299
Gt_2442     0.039    0.195    0.238    0.262    0.266
Gt_2443     0.039    0.195    0.238    0.295    0.232
Gt_2444     0.039    0.195    0.238    0.329    0.198
Gt_2445     0.039    0.195    0.238    0.363    0.165
Gt_2446     0.039    0.195    0.238    0.396    0.131
Gt_2447     0.039    0.195    0.238    0.430    0.097
Gt_2448     0.039    0.195    0.238    0.464    0.064
Gt_2449     0.039    0.195    0.238    0.497    0.030
Gt_2450     0.039    0.195    0.238    0.527    0.000
Gt_2451     0.039    0.195    0.272    0.026    0.468
Gt_2452     0.039    0.195    0.272    0.060    0.434
Gt_2453     0.039    0.195    0.272    0.093    0.400
Gt_2454     0.039    0.195    0.272    0.127    0.367
Gt_2455     0.039    0.195    0.272    0.161    0.333
Gt_2456     0.039    0.195    0.272    0.194    0.299
Gt_2457     0.039    0.195    0.272    0.228    0.266
Gt_2458     0.039    0.195    0.272    0.262    0.232
Gt_2459     0.039    0.195    0.272    0.295    0.198
Gt_2460     0.039    0.195    0.272    0.329    0.165
Gt_2461     0.039    0.195    0.272    0.363    0.131
Gt_2462     0.039    0.195    0.272    0.396    0.097
Gt_2463     0.039    0.195    0.272    0.430    0.064
Gt_2464     0.039    0.195    0.272    0.464    0.030
Gt_2465     0.039    0.195    0.272    0.494    0.000
Gt_2466     0.039    0.195    0.305    0.026    0.434
Gt_2467     0.039    0.195    0.305    0.060    0.400
Gt_2468     0.039    0.195    0.305    0.093    0.367
Gt_2469     0.039    0.195    0.305    0.127    0.333
Gt_2470     0.039    0.195    0.305    0.161    0.299
Gt_2471     0.039    0.195    0.305    0.194    0.266
Gt_2472     0.039    0.195    0.305    0.228    0.232
Gt_2473     0.039    0.195    0.305    0.262    0.198
Gt_2474     0.039    0.195    0.305    0.295    0.165
Gt_2475     0.039    0.195    0.305    0.329    0.131
Gt_2476     0.039    0.195    0.305    0.363    0.097
Gt_2477     0.039    0.195    0.305    0.396    0.064
Gt_2478     0.039    0.195    0.305    0.430    0.030
Gt_2479     0.039    0.195    0.305    0.460    0.000
Gt_2480     0.039    0.195    0.339    0.026    0.400
Gt_2481     0.039    0.195    0.339    0.060    0.367
Gt_2482     0.039    0.195    0.339    0.093    0.333
Gt_2483     0.039    0.195    0.339    0.127    0.299
Gt_2484     0.039    0.195    0.339    0.161    0.266
Gt_2485     0.039    0.195    0.339    0.194    0.232
Gt_2486     0.039    0.195    0.339    0.228    0.198
Gt_2487     0.039    0.195    0.339    0.262    0.165
Gt_2488     0.039    0.195    0.339    0.295    0.131
Gt_2489     0.039    0.195    0.339    0.329    0.097
Gt_2490     0.039    0.195    0.339    0.363    0.064
Gt_2491     0.039    0.195    0.339    0.396    0.030
Gt_2492     0.039    0.195    0.339    0.426    0.000
Gt_2493     0.039    0.195    0.373    0.026    0.367
Gt_2494     0.039    0.195    0.373    0.060    0.333
Gt_2495     0.039    0.195    0.373    0.093    0.299
Gt_2496     0.039    0.195    0.373    0.127    0.266
Gt_2497     0.039    0.195    0.373    0.161    0.232
Gt_2498     0.039    0.195    0.373    0.194    0.198
Gt_2499     0.039    0.195    0.373    0.228    0.165
Gt_2500     0.039    0.195    0.373    0.262    0.131
Gt_2501     0.039    0.195    0.373    0.295    0.097
Gt_2502     0.039    0.195    0.373    0.329    0.064
Gt_2503     0.039    0.195    0.373    0.363    0.030
Gt_2504     0.039    0.195    0.373    0.393    0.000
Gt_2505     0.039    0.195    0.406    0.026    0.333
Gt_2506     0.039    0.195    0.406    0.060    0.299
Gt_2507     0.039    0.195    0.406    0.093    0.266
Gt_2508     0.039    0.195    0.406    0.127    0.232
Gt_2509     0.039    0.195    0.406    0.161    0.198
Gt_2510     0.039    0.195    0.406    0.194    0.165
Gt_2511     0.039    0.195    0.406    0.228    0.131
Gt_2512     0.039    0.195    0.406    0.262    0.097
Gt_2513     0.039    0.195    0.406    0.295    0.064
Gt_2514     0.039    0.195    0.406    0.329    0.030
Gt_2515     0.039    0.195    0.406    0.359    0.000
Gt_2516     0.039    0.195    0.440    0.026    0.299
Gt_2517     0.039    0.195    0.440    0.060    0.266
Gt_2518     0.039    0.195    0.440    0.093    0.232
Gt_2519     0.039    0.195    0.440    0.127    0.198
Gt_2520     0.039    0.195    0.440    0.161    0.165
Gt_2521     0.039    0.195    0.440    0.194    0.131
Gt_2522     0.039    0.195    0.440    0.228    0.097
Gt_2523     0.039    0.195    0.440    0.262    0.064
Gt_2524     0.039    0.195    0.440    0.295    0.030
Gt_2525     0.039    0.195    0.440    0.325    0.000
Gt_2526     0.039    0.195    0.474    0.026    0.266
Gt_2527     0.039    0.195    0.474    0.060    0.232
Gt_2528     0.039    0.195    0.474    0.093    0.198
Gt_2529     0.039    0.195    0.474    0.127    0.165
Gt_2530     0.039    0.195    0.474    0.161    0.131
Gt_2531     0.039    0.195    0.474    0.194    0.097
Gt_2532     0.039    0.195    0.474    0.228    0.064
Gt_2533     0.039    0.195    0.474    0.262    0.030
Gt_2534     0.039    0.195    0.474    0.292    0.000
Gt_2535     0.039    0.195    0.507    0.026    0.232
Gt_2536     0.039    0.195    0.507    0.060    0.198
Gt_2537     0.039    0.195    0.507    0.093    0.165
Gt_2538     0.039    0.195    0.507    0.127    0.131
Gt_2539     0.039    0.195    0.507    0.161    0.097
Gt_2540     0.039    0.195    0.507    0.194    0.064
Gt_2541     0.039    0.195    0.507    0.228    0.030
Gt_2542     0.039    0.195    0.507    0.258    0.000
Gt_2543     0.039    0.195    0.541    0.026    0.198
Gt_2544     0.039    0.195    0.541    0.060    0.165
Gt_2545     0.039    0.195    0.541    0.093    0.131
Gt_2546     0.039    0.195    0.541    0.127    0.097
Gt_2547     0.039    0.195    0.541    0.161    0.064
Gt_2548     0.039    0.195    0.541    0.194    0.030
Gt_2549     0.039    0.195    0.541    0.224    0.000
Gt_2550     0.039    0.195    0.575    0.026    0.165
Gt_2551     0.039    0.195    0.575    0.060    0.131
Gt_2552     0.039    0.195    0.575    0.093    0.097
Gt_2553     0.039    0.195    0.575    0.127    0.064
Gt_2554     0.039    0.195    0.575    0.161    0.030
Gt_2555     0.039    0.195    0.575    0.191    0.000
Gt_2556     0.039    0.195    0.608    0.026    0.131
Gt_2557     0.039    0.195    0.608    0.060    0.097
Gt_2558     0.039    0.195    0.608    0.093    0.064
Gt_2559     0.039    0.195    0.608    0.127    0.030
Gt_2560     0.039    0.195    0.608    0.157    0.000
Gt_2561     0.039    0.195    0.642    0.026    0.097
Gt_2562     0.039    0.195    0.642    0.060    0.064
Gt_2563     0.039    0.195    0.642    0.093    0.030
Gt_2564     0.039    0.195    0.642    0.123    0.000
Gt_2565     0.039    0.195    0.676    0.026    0.064
Gt_2566     0.039    0.195    0.676    0.060    0.030
Gt_2567     0.039    0.195    0.676    0.090    0.000
Gt_2568     0.039    0.195    0.709    0.026    0.030
Gt_2569     0.039    0.195    0.709    0.056    0.000
Gt_2570     0.039    0.195    0.739    0.026    0.000
Gt_2571     0.039    0.229    0.036    0.026    0.670
Gt_2572     0.039    0.229    0.036    0.060    0.636
Gt_2573     0.039    0.229    0.036    0.093    0.602
Gt_2574     0.039    0.229    0.036    0.127    0.569
Gt_2575     0.039    0.229    0.036    0.161    0.535
Gt_2576     0.039    0.229    0.036    0.194    0.501
Gt_2577     0.039    0.229    0.036    0.228    0.468
Gt_2578     0.039    0.229    0.036    0.262    0.434
Gt_2579     0.039    0.229    0.036    0.295    0.400
Gt_2580     0.039    0.229    0.036    0.329    0.367
Gt_2581     0.039    0.229    0.036    0.363    0.333
Gt_2582     0.039    0.229    0.036    0.396    0.299
Gt_2583     0.039    0.229    0.036    0.430    0.266
Gt_2584     0.039    0.229    0.036    0.464    0.232
Gt_2585     0.039    0.229    0.036    0.497    0.198
Gt_2586     0.039    0.229    0.036    0.531    0.165
Gt_2587     0.039    0.229    0.036    0.565    0.131
Gt_2588     0.039    0.229    0.036    0.598    0.097
Gt_2589     0.039    0.229    0.036    0.632    0.064
Gt_2590     0.039    0.229    0.036    0.666    0.030
Gt_2591     0.039    0.229    0.036    0.696    0.000
Gt_2592     0.039    0.229    0.070    0.026    0.636
Gt_2593     0.039    0.229    0.070    0.060    0.602
Gt_2594     0.039    0.229    0.070    0.093    0.569
Gt_2595     0.039    0.229    0.070    0.127    0.535
Gt_2596     0.039    0.229    0.070    0.161    0.501
Gt_2597     0.039    0.229    0.070    0.194    0.468
Gt_2598     0.039    0.229    0.070    0.228    0.434
Gt_2599     0.039    0.229    0.070    0.262    0.400
Gt_2600     0.039    0.229    0.070    0.295    0.367
Gt_2601     0.039    0.229    0.070    0.329    0.333
Gt_2602     0.039    0.229    0.070    0.363    0.299
Gt_2603     0.039    0.229    0.070    0.396    0.266
Gt_2604     0.039    0.229    0.070    0.430    0.232
Gt_2605     0.039    0.229    0.070    0.464    0.198
Gt_2606     0.039    0.229    0.070    0.497    0.165
Gt_2607     0.039    0.229    0.070    0.531    0.131
Gt_2608     0.039    0.229    0.070    0.565    0.097
Gt_2609     0.039    0.229    0.070    0.598    0.064
Gt_2610     0.039    0.229    0.070    0.632    0.030
Gt_2611     0.039    0.229    0.070    0.662    0.000
Gt_2612     0.039    0.229    0.103    0.026    0.602
Gt_2613     0.039    0.229    0.103    0.060    0.569
Gt_2614     0.039    0.229    0.103    0.093    0.535
Gt_2615     0.039    0.229    0.103    0.127    0.501
Gt_2616     0.039    0.229    0.103    0.161    0.468
Gt_2617     0.039    0.229    0.103    0.194    0.434
Gt_2618     0.039    0.229    0.103    0.228    0.400
Gt_2619     0.039    0.229    0.103    0.262    0.367
Gt_2620     0.039    0.229    0.103    0.295    0.333
Gt_2621     0.039    0.229    0.103    0.329    0.299
Gt_2622     0.039    0.229    0.103    0.363    0.266
Gt_2623     0.039    0.229    0.103    0.396    0.232
Gt_2624     0.039    0.229    0.103    0.430    0.198
Gt_2625     0.039    0.229    0.103    0.464    0.165
Gt_2626     0.039    0.229    0.103    0.497    0.131
Gt_2627     0.039    0.229    0.103    0.531    0.097
Gt_2628     0.039    0.229    0.103    0.565    0.064
Gt_2629     0.039    0.229    0.103    0.598    0.030
Gt_2630     0.039    0.229    0.103    0.628    0.000
Gt_2631     0.039    0.229    0.137    0.026    0.569
Gt_2632     0.039    0.229    0.137    0.060    0.535
Gt_2633     0.039    0.229    0.137    0.093    0.501
Gt_2634     0.039    0.229    0.137    0.127    0.468
Gt_2635     0.039    0.229    0.137    0.161    0.434
Gt_2636     0.039    0.229    0.137    0.194    0.400
Gt_2637     0.039    0.229    0.137    0.228    0.367
Gt_2638     0.039    0.229    0.137    0.262    0.333
Gt_2639     0.039    0.229    0.137    0.295    0.299
Gt_2640     0.039    0.229    0.137    0.329    0.266
Gt_2641     0.039    0.229    0.137    0.363    0.232
Gt_2642     0.039    0.229    0.137    0.396    0.198
Gt_2643     0.039    0.229    0.137    0.430    0.165
Gt_2644     0.039    0.229    0.137    0.464    0.131
Gt_2645     0.039    0.229    0.137    0.497    0.097
Gt_2646     0.039    0.229    0.137    0.531    0.064
Gt_2647     0.039    0.229    0.137    0.565    0.030
Gt_2648     0.039    0.229    0.137    0.595    0.000
Gt_2649     0.039    0.229    0.171    0.026    0.535
Gt_2650     0.039    0.229    0.171    0.060    0.501
Gt_2651     0.039    0.229    0.171    0.093    0.468
Gt_2652     0.039    0.229    0.171    0.127    0.434
Gt_2653     0.039    0.229    0.171    0.161    0.400
Gt_2654     0.039    0.229    0.171    0.194    0.367
Gt_2655     0.039    0.229    0.171    0.228    0.333
Gt_2656     0.039    0.229    0.171    0.262    0.299
Gt_2657     0.039    0.229    0.171    0.295    0.266
Gt_2658     0.039    0.229    0.171    0.329    0.232
Gt_2659     0.039    0.229    0.171    0.363    0.198
Gt_2660     0.039    0.229    0.171    0.396    0.165
Gt_2661     0.039    0.229    0.171    0.430    0.131
Gt_2662     0.039    0.229    0.171    0.464    0.097
Gt_2663     0.039    0.229    0.171    0.497    0.064
Gt_2664     0.039    0.229    0.171    0.531    0.030
Gt_2665     0.039    0.229    0.171    0.561    0.000
Gt_2666     0.039    0.229    0.204    0.026    0.501
Gt_2667     0.039    0.229    0.204    0.060    0.468
Gt_2668     0.039    0.229    0.204    0.093    0.434
Gt_2669     0.039    0.229    0.204    0.127    0.400
Gt_2670     0.039    0.229    0.204    0.161    0.367
Gt_2671     0.039    0.229    0.204    0.194    0.333
Gt_2672     0.039    0.229    0.204    0.228    0.299
Gt_2673     0.039    0.229    0.204    0.262    0.266
Gt_2674     0.039    0.229    0.204    0.295    0.232
Gt_2675     0.039    0.229    0.204    0.329    0.198
Gt_2676     0.039    0.229    0.204    0.363    0.165
Gt_2677     0.039    0.229    0.204    0.396    0.131
Gt_2678     0.039    0.229    0.204    0.430    0.097
Gt_2679     0.039    0.229    0.204    0.464    0.064
Gt_2680     0.039    0.229    0.204    0.497    0.030
Gt_2681     0.039    0.229    0.204    0.527    0.000
Gt_2682     0.039    0.229    0.238    0.026    0.468
Gt_2683     0.039    0.229    0.238    0.060    0.434
Gt_2684     0.039    0.229    0.238    0.093    0.400
Gt_2685     0.039    0.229    0.238    0.127    0.367
Gt_2686     0.039    0.229    0.238    0.161    0.333
Gt_2687     0.039    0.229    0.238    0.194    0.299
Gt_2688     0.039    0.229    0.238    0.228    0.266
Gt_2689     0.039    0.229    0.238    0.262    0.232
Gt_2690     0.039    0.229    0.238    0.295    0.198
Gt_2691     0.039    0.229    0.238    0.329    0.165
Gt_2692     0.039    0.229    0.238    0.363    0.131
Gt_2693     0.039    0.229    0.238    0.396    0.097
Gt_2694     0.039    0.229    0.238    0.430    0.064
Gt_2695     0.039    0.229    0.238    0.464    0.030
Gt_2696     0.039    0.229    0.238    0.494    0.000
Gt_2697     0.039    0.229    0.272    0.026    0.434
Gt_2698     0.039    0.229    0.272    0.060    0.400
Gt_2699     0.039    0.229    0.272    0.093    0.367
Gt_2700     0.039    0.229    0.272    0.127    0.333
Gt_2701     0.039    0.229    0.272    0.161    0.299
Gt_2702     0.039    0.229    0.272    0.194    0.266
Gt_2703     0.039    0.229    0.272    0.228    0.232
Gt_2704     0.039    0.229    0.272    0.262    0.198
Gt_2705     0.039    0.229    0.272    0.295    0.165
Gt_2706     0.039    0.229    0.272    0.329    0.131
Gt_2707     0.039    0.229    0.272    0.363    0.097
Gt_2708     0.039    0.229    0.272    0.396    0.064
Gt_2709     0.039    0.229    0.272    0.430    0.030
Gt_2710     0.039    0.229    0.272    0.460    0.000
Gt_2711     0.039    0.229    0.305    0.026    0.400
Gt_2712     0.039    0.229    0.305    0.060    0.367
Gt_2713     0.039    0.229    0.305    0.093    0.333
Gt_2714     0.039    0.229    0.305    0.127    0.299
Gt_2715     0.039    0.229    0.305    0.161    0.266
Gt_2716     0.039    0.229    0.305    0.194    0.232
Gt_2717     0.039    0.229    0.305    0.228    0.198
Gt_2718     0.039    0.229    0.305    0.262    0.165
Gt_2719     0.039    0.229    0.305    0.295    0.131
Gt_2720     0.039    0.229    0.305    0.329    0.097
Gt_2721     0.039    0.229    0.305    0.363    0.064
Gt_2722     0.039    0.229    0.305    0.396    0.030
Gt_2723     0.039    0.229    0.305    0.426    0.000
Gt_2724     0.039    0.229    0.339    0.026    0.367
Gt_2725     0.039    0.229    0.339    0.060    0.333
Gt_2726     0.039    0.229    0.339    0.093    0.299
Gt_2727     0.039    0.229    0.339    0.127    0.266
Gt_2728     0.039    0.229    0.339    0.161    0.232
Gt_2729     0.039    0.229    0.339    0.194    0.198
Gt_2730     0.039    0.229    0.339    0.228    0.165
Gt_2731     0.039    0.229    0.339    0.262    0.131
Gt_2732     0.039    0.229    0.339    0.295    0.097
Gt_2733     0.039    0.229    0.339    0.329    0.064
Gt_2734     0.039    0.229    0.339    0.363    0.030
Gt_2735     0.039    0.229    0.339    0.393    0.000
Gt_2736     0.039    0.229    0.373    0.026    0.333
Gt_2737     0.039    0.229    0.373    0.060    0.299
Gt_2738     0.039    0.229    0.373    0.093    0.266
Gt_2739     0.039    0.229    0.373    0.127    0.232
Gt_2740     0.039    0.229    0.373    0.161    0.198
Gt_2741     0.039    0.229    0.373    0.194    0.165
Gt_2742     0.039    0.229    0.373    0.228    0.131
Gt_2743     0.039    0.229    0.373    0.262    0.097
Gt_2744     0.039    0.229    0.373    0.295    0.064
Gt_2745     0.039    0.229    0.373    0.329    0.030
Gt_2746     0.039    0.229    0.373    0.359    0.000
Gt_2747     0.039    0.229    0.406    0.026    0.299
Gt_2748     0.039    0.229    0.406    0.060    0.266
Gt_2749     0.039    0.229    0.406    0.093    0.232
Gt_2750     0.039    0.229    0.406    0.127    0.198
Gt_2751     0.039    0.229    0.406    0.161    0.165
Gt_2752     0.039    0.229    0.406    0.194    0.131
Gt_2753     0.039    0.229    0.406    0.228    0.097
Gt_2754     0.039    0.229    0.406    0.262    0.064
Gt_2755     0.039    0.229    0.406    0.295    0.030
Gt_2756     0.039    0.229    0.406    0.325    0.000
Gt_2757     0.039    0.229    0.440    0.026    0.266
Gt_2758     0.039    0.229    0.440    0.060    0.232
Gt_2759     0.039    0.229    0.440    0.093    0.198
Gt_2760     0.039    0.229    0.440    0.127    0.165
Gt_2761     0.039    0.229    0.440    0.161    0.131
Gt_2762     0.039    0.229    0.440    0.194    0.097
Gt_2763     0.039    0.229    0.440    0.228    0.064
Gt_2764     0.039    0.229    0.440    0.262    0.030
Gt_2765     0.039    0.229    0.440    0.292    0.000
Gt_2766     0.039    0.229    0.474    0.026    0.232
Gt_2767     0.039    0.229    0.474    0.060    0.198
Gt_2768     0.039    0.229    0.474    0.093    0.165
Gt_2769     0.039    0.229    0.474    0.127    0.131
Gt_2770     0.039    0.229    0.474    0.161    0.097
Gt_2771     0.039    0.229    0.474    0.194    0.064
Gt_2772     0.039    0.229    0.474    0.228    0.030
Gt_2773     0.039    0.229    0.474    0.258    0.000
Gt_2774     0.039    0.229    0.507    0.026    0.198
Gt_2775     0.039    0.229    0.507    0.060    0.165
Gt_2776     0.039    0.229    0.507    0.093    0.131
Gt_2777     0.039    0.229    0.507    0.127    0.097
Gt_2778     0.039    0.229    0.507    0.161    0.064
Gt_2779     0.039    0.229    0.507    0.194    0.030
Gt_2780     0.039    0.229    0.507    0.224    0.000
Gt_2781     0.039    0.229    0.541    0.026    0.165
Gt_2782     0.039    0.229    0.541    0.060    0.131
Gt_2783     0.039    0.229    0.541    0.093    0.097
Gt_2784     0.039    0.229    0.541    0.127    0.064
Gt_2785     0.039    0.229    0.541    0.161    0.030
Gt_2786     0.039    0.229    0.541    0.191    0.000
Gt_2787     0.039    0.229    0.575    0.026    0.131
Gt_2788     0.039    0.229    0.575    0.060    0.097
Gt_2789     0.039    0.229    0.575    0.093    0.064
Gt_2790     0.039    0.229    0.575    0.127    0.030
Gt_2791     0.039    0.229    0.575    0.157    0.000
Gt_2792     0.039    0.229    0.608    0.026    0.097
Gt_2793     0.039    0.229    0.608    0.060    0.064
Gt_2794     0.039    0.229    0.608    0.093    0.030
Gt_2795     0.039    0.229    0.608    0.123    0.000
Gt_2796     0.039    0.229    0.642    0.026    0.064
Gt_2797     0.039    0.229    0.642    0.060    0.030
Gt_2798     0.039    0.229    0.642    0.090    0.000
Gt_2799     0.039    0.229    0.676    0.026    0.030
Gt_2800     0.039    0.229    0.676    0.056    0.000
Gt_2801     0.039    0.229    0.706    0.026    0.000
Gt_2802     0.039    0.230    0.036    0.026    0.669
Gt_2803     0.039    0.230    0.036    0.060    0.635
Gt_2804     0.039    0.230    0.036    0.093    0.602
Gt_2805     0.039    0.230    0.036    0.127    0.568
Gt_2806     0.039    0.230    0.036    0.161    0.534
Gt_2807     0.039    0.230    0.036    0.194    0.501
Gt_2808     0.039    0.230    0.036    0.228    0.467
Gt_2809     0.039    0.230    0.036    0.262    0.433
Gt_2810     0.039    0.230    0.036    0.295    0.400
Gt_2811     0.039    0.230    0.036    0.329    0.366
Gt_2812     0.039    0.230    0.036    0.363    0.332
Gt_2813     0.039    0.230    0.036    0.396    0.299
Gt_2814     0.039    0.230    0.036    0.430    0.265
Gt_2815     0.039    0.230    0.036    0.464    0.231
Gt_2816     0.039    0.230    0.036    0.497    0.198
Gt_2817     0.039    0.230    0.036    0.531    0.164
Gt_2818     0.039    0.230    0.036    0.565    0.130
Gt_2819     0.039    0.230    0.036    0.598    0.097
Gt_2820     0.039    0.230    0.036    0.632    0.063
Gt_2821     0.039    0.230    0.036    0.666    0.029
Gt_2822     0.039    0.230    0.036    0.695    0.000
Gt_2823     0.039    0.230    0.070    0.026    0.635
Gt_2824     0.039    0.230    0.070    0.060    0.602
Gt_2825     0.039    0.230    0.070    0.093    0.568
Gt_2826     0.039    0.230    0.070    0.127    0.534
Gt_2827     0.039    0.230    0.070    0.161    0.501
Gt_2828     0.039    0.230    0.070    0.194    0.467
Gt_2829     0.039    0.230    0.070    0.228    0.433
Gt_2830     0.039    0.230    0.070    0.262    0.400
Gt_2831     0.039    0.230    0.070    0.295    0.366
Gt_2832     0.039    0.230    0.070    0.329    0.332
Gt_2833     0.039    0.230    0.070    0.363    0.299
Gt_2834     0.039    0.230    0.070    0.396    0.265
Gt_2835     0.039    0.230    0.070    0.430    0.231
Gt_2836     0.039    0.230    0.070    0.464    0.198
Gt_2837     0.039    0.230    0.070    0.497    0.164
Gt_2838     0.039    0.230    0.070    0.531    0.130
Gt_2839     0.039    0.230    0.070    0.565    0.097
Gt_2840     0.039    0.230    0.070    0.598    0.063
Gt_2841     0.039    0.230    0.070    0.632    0.029
Gt_2842     0.039    0.230    0.070    0.661    0.000
Gt_2843     0.039    0.230    0.103    0.026    0.602
Gt_2844     0.039    0.230    0.103    0.060    0.568
Gt_2845     0.039    0.230    0.103    0.093    0.534
Gt_2846     0.039    0.230    0.103    0.127    0.501
Gt_2847     0.039    0.230    0.103    0.161    0.467
Gt_2848     0.039    0.230    0.103    0.194    0.433
Gt_2849     0.039    0.230    0.103    0.228    0.400
Gt_2850     0.039    0.230    0.103    0.262    0.366
Gt_2851     0.039    0.230    0.103    0.295    0.332
Gt_2852     0.039    0.230    0.103    0.329    0.299
Gt_2853     0.039    0.230    0.103    0.363    0.265
Gt_2854     0.039    0.230    0.103    0.396    0.231
Gt_2855     0.039    0.230    0.103    0.430    0.198
Gt_2856     0.039    0.230    0.103    0.464    0.164
Gt_2857     0.039    0.230    0.103    0.497    0.130
Gt_2858     0.039    0.230    0.103    0.531    0.097
Gt_2859     0.039    0.230    0.103    0.565    0.063
Gt_2860     0.039    0.230    0.103    0.598    0.029
Gt_2861     0.039    0.230    0.103    0.628    0.000
Gt_2862     0.039    0.230    0.137    0.026    0.568
Gt_2863     0.039    0.230    0.137    0.060    0.534
Gt_2864     0.039    0.230    0.137    0.093    0.501
Gt_2865     0.039    0.230    0.137    0.127    0.467
Gt_2866     0.039    0.230    0.137    0.161    0.433
Gt_2867     0.039    0.230    0.137    0.194    0.400
Gt_2868     0.039    0.230    0.137    0.228    0.366
Gt_2869     0.039    0.230    0.137    0.262    0.332
Gt_2870     0.039    0.230    0.137    0.295    0.299
Gt_2871     0.039    0.230    0.137    0.329    0.265
Gt_2872     0.039    0.230    0.137    0.363    0.231
Gt_2873     0.039    0.230    0.137    0.396    0.198
Gt_2874     0.039    0.230    0.137    0.430    0.164
Gt_2875     0.039    0.230    0.137    0.464    0.130
Gt_2876     0.039    0.230    0.137    0.497    0.097
Gt_2877     0.039    0.230    0.137    0.531    0.063
Gt_2878     0.039    0.230    0.137    0.565    0.029
Gt_2879     0.039    0.230    0.137    0.594    0.000
Gt_2880     0.039    0.230    0.171    0.026    0.534
Gt_2881     0.039    0.230    0.171    0.060    0.501
Gt_2882     0.039    0.230    0.171    0.093    0.467
Gt_2883     0.039    0.230    0.171    0.127    0.433
Gt_2884     0.039    0.230    0.171    0.161    0.400
Gt_2885     0.039    0.230    0.171    0.194    0.366
Gt_2886     0.039    0.230    0.171    0.228    0.332
Gt_2887     0.039    0.230    0.171    0.262    0.299
Gt_2888     0.039    0.230    0.171    0.295    0.265
Gt_2889     0.039    0.230    0.171    0.329    0.231
Gt_2890     0.039    0.230    0.171    0.363    0.198
Gt_2891     0.039    0.230    0.171    0.396    0.164
Gt_2892     0.039    0.230    0.171    0.430    0.130
Gt_2893     0.039    0.230    0.171    0.464    0.097
Gt_2894     0.039    0.230    0.171    0.497    0.063
Gt_2895     0.039    0.230    0.171    0.531    0.029
Gt_2896     0.039    0.230    0.171    0.560    0.000
Gt_2897     0.039    0.230    0.204    0.026    0.501
Gt_2898     0.039    0.230    0.204    0.060    0.467
Gt_2899     0.039    0.230    0.204    0.093    0.433
Gt_2900     0.039    0.230    0.204    0.127    0.400
Gt_2901     0.039    0.230    0.204    0.161    0.366
Gt_2902     0.039    0.230    0.204    0.194    0.332
Gt_2903     0.039    0.230    0.204    0.228    0.299
Gt_2904     0.039    0.230    0.204    0.262    0.265
Gt_2905     0.039    0.230    0.204    0.295    0.231
Gt_2906     0.039    0.230    0.204    0.329    0.198
Gt_2907     0.039    0.230    0.204    0.363    0.164
Gt_2908     0.039    0.230    0.204    0.396    0.130
Gt_2909     0.039    0.230    0.204    0.430    0.097
Gt_2910     0.039    0.230    0.204    0.464    0.063
Gt_2911     0.039    0.230    0.204    0.497    0.029
Gt_2912     0.039    0.230    0.204    0.527    0.000
Gt_2913     0.039    0.230    0.238    0.026    0.467
Gt_2914     0.039    0.230    0.238    0.060    0.433
Gt_2915     0.039    0.230    0.238    0.093    0.400
