Pressure (Pa): comment                                           
       12096
    15.000  -190.106   1421.17  6082.803     0 0 0 0231
    15.000  -194.877   1423.42  6241.588     0 0 0 0231
    15.000  -199.647   1425.67  6400.541     0 0 0 0231
    15.000  -204.417   1427.91  6559.713     0 0 0 0231
    15.000  -209.188   1430.16  6719.118     0 0 0 0231
    15.000  -213.958   1432.40  6878.709     0 0 0 0231
    15.000  -218.728   1434.65  7038.500     0 0 0 0231
    15.000  -228.269   1439.14  7358.747     0 0 0 0231
    15.000  -237.809   1443.63  7679.804     0 0 0 0231
    15.000  -247.350   1448.13  8001.742     0 0 0 0231
    15.000  -256.891   1452.62  8324.535     0 0 0 0231
    15.000  -266.431   1457.11  8648.169     0 0 0 0231
    15.000  -275.972   1461.60  8972.736     0 0 0 0231
    15.000  -285.513   1466.09  9298.225     0 0 0 0231
    15.000  -290.283   1468.34  9461.292     0 0 0 0231
    15.000  -295.053   1470.59  9624.620     0 0 0 0231
    15.000  -299.824   1472.83  9788.232     0 0 0 0231
    15.000  -304.594   1475.08  9952.073     0 0 0 0231
    15.000  -314.134   1479.57 10280.753     0 0 0 0231
    15.000  -323.675   1484.06 10610.698     0 0 0 0231
    15.000  -333.216   1488.56 10941.614     0 0 0 0231
    15.000  -342.756   1493.05 11273.473     0 0 0 0231
    15.000  -352.297   1497.54 11606.371     0 0 0 0231
    15.000  -361.838   1502.03 11940.157     0 0 0 0231
    15.000  -371.378   1506.52 12274.695     0 0 0 0231
    15.000  -380.919   1511.02 12610.025     0 0 0 0231
    15.000  -390.459   1515.51 12946.071     0 0 0 0231
    15.000  -400.000   1520.00 13282.941     1 0 024233
    20.000     0.722      0.00     0.000     1 0 0 0 12
    20.000     0.245     12.96    12.868     0 0 0 0 11
    20.000    -0.709     38.39    38.605     0 0 0 0 11
    20.000    -1.186     50.86    51.473     0 0 0 0 11
    20.000    -1.717     64.57    65.798     0 0 015 11
    20.000    -2.140     75.34    77.210     0 0 0 0151
    20.000    -2.617     87.35    90.078     0 0 0 0151
    20.000    -3.094     99.19   102.946     0 0 0 0151
    20.000    -3.571    110.88   115.814     0 0 0 0151
    20.000    -4.526    133.82   141.578     0 0 0 0151
    20.000    -5.003    145.04   154.446     0 0 0 0151
    20.000    -5.480    156.10   167.314     0 0 0 0151
    20.000    -5.957    167.01   180.183     0 0 0 0151
    20.000    -6.911    188.36   205.919     0 0 0 0151
    20.000    -7.865    209.09   231.656     0 0 0 0151
    20.000    -8.819    229.19   257.392     0 0 0 0151
    20.000    -9.773    248.68   283.129     0 0 0 0151
    20.000   -10.912    271.13   313.856     0 0 016151
    20.000   -11.681    288.03   335.356     0 0 0 0161
    20.000   -12.635    308.81   362.029     0 0 0 0161
    20.000   -13.590    329.40   388.729     0 0 0 0161
    20.000   -15.498    369.90   442.074     0 0 0 0161
    20.000   -17.406    409.55   495.419     0 0 0 0161
    20.000   -19.314    448.34   548.764     0 0 0 0161
    20.000   -21.000    481.92   595.902     0 0 017161
    20.000   -23.131    525.82   657.572     0 0 0 0171
    20.000   -25.039    564.76   712.788     0 0 0 0171
    20.000   -26.947    603.36   768.005     0 0 0 0171
    20.000   -28.855    641.61   823.221     0 0 0 0171
    20.000   -30.763    679.53   878.438     0 0 0 0171
    20.000   -32.000    703.93   914.236     0 0 020171
    20.000   -34.580    728.09   997.822     0 0 0 0201
    20.000   -37.442    754.57  1090.520     0 0 0 0201
    20.000   -40.304    780.92  1183.205     0 0 0 0201
    20.000   -43.167    807.07  1275.919     0 0 0 0201
    20.000   -46.029    832.86  1368.726     0 0 0 0201
    20.000   -48.891    858.28  1461.674     0 0 0 0201
    20.000   -51.754    883.41  1554.651     0 0 0 0201
    20.000   -54.616    908.24  1647.609     0 0 0 0201
    20.000   -57.478    932.84  1740.552     0 0 0 0201
    20.000   -60.340    957.25  1833.512     0 0 0 0201
    20.000   -63.203    981.49  1926.519     0 0 0 0201
    20.000   -66.065   1005.60  2019.524     0 0 0 0201
    20.000   -70.836   1045.61  2174.585     0 0 0 0201
    20.000   -75.606   1085.47  2329.644     0 0 0 0201
    20.000   -80.377   1125.34  2484.741     0 0 0 0201
    20.000   -85.147   1165.30  2639.825     0 0 0 0201
    20.000   -89.918   1205.31  2794.953     0 0 0 0201
    20.000   -94.688   1245.26  2950.065     0 0 0 0201
    20.000   -99.459   1284.95  3105.198     0 0 0 0201
    20.000  -103.768   1320.00  3245.329     0 0 023201
    20.000  -109.000   1330.46  3415.436     0 0 0 0231
    20.000  -113.770   1340.00  3570.746     0 0 0 0231
    20.000  -118.541   1349.55  3726.276     0 0 0 0231
    20.000  -123.311   1359.09  3881.956     0 0 0 0231
    20.000  -128.082   1368.63  4037.869     0 0 0 0231
    20.000  -132.852   1378.17  4193.927     0 0 0 0231
    20.000  -137.623   1387.71  4350.191     0 0 0 0231
    20.000  -142.393   1397.25  4506.618     0 0 0 0231
    20.000  -147.164   1401.59  4663.268     0 0 0 0231
    20.000  -151.934   1403.82  4820.091     0 0 0 0231
    20.000  -156.705   1406.06  4977.180     0 0 0 0231
    20.000  -161.475   1408.29  5134.442     0 0 0 0231
    20.000  -166.246   1410.53  5291.945     0 0 0 0231
    20.000  -171.016   1412.76  5449.642     0 0 0 0231
    20.000  -175.787   1415.00  5607.578     0 0 0 0231
    20.000  -180.557   1417.23  5765.701     0 0 0 0231
    20.000  -185.328   1419.46  5924.060     0 0 0 0231
    20.000  -190.098   1421.70  6082.588     0 0 0 0231
    20.000  -194.869   1423.93  6241.370     0 0 0 0231
    20.000  -199.639   1426.17  6400.320     0 0 0 0231
    20.000  -204.409   1428.40  6559.489     0 0 0 0231
    20.000  -209.180   1430.63  6718.891     0 0 0 0231
    20.000  -213.951   1432.87  6878.513     0 0 0 0231
    20.000  -218.721   1435.10  7038.302     0 0 0 0231
    20.000  -228.262   1439.57  7358.544     0 0 0 0231
    20.000  -237.803   1444.04  7679.630     0 0 0 0231
    20.000  -247.344   1448.51  8001.565     0 0 0 0231
    20.000  -256.885   1452.98  8324.354     0 0 0 0231
    20.000  -266.426   1457.44  8648.018     0 0 0 0231
    20.000  -275.967   1461.91  8972.582     0 0 0 0231
    20.000  -285.508   1466.38  9298.069     0 0 0 0231
    20.000  -290.279   1468.61  9461.168     0 0 0 0231
    20.000  -295.049   1470.85  9624.494     0 0 0 0231
    20.000  -299.820   1473.08  9788.105     0 0 0 0231
    20.000  -304.590   1475.32  9951.946     0 0 0 0231
    20.000  -314.131   1479.79 10280.659     0 0 0 0231
    20.000  -323.672   1484.25 10610.603     0 0 0 0231
    20.000  -333.213   1488.72 10941.517     0 0 0 0231
    20.000  -342.754   1493.19 11273.410     0 0 0 0231
    20.000  -352.295   1497.66 11606.306     0 0 0 0231
    20.000  -361.836   1502.13 11940.092     0 0 0 0231
    20.000  -371.377   1506.60 12274.665     0 0 0 0231
