
Solution: Pl(h)     
            Endmember fractions:
            abh      an      
ab23        0.233    0.767
ab26        0.265    0.735
ab29        0.298    0.702
ab33        0.331    0.669
ab36        0.363    0.637
ab39        0.396    0.604
ab42        0.429    0.571
ab46        0.461    0.539
ab49        0.494    0.506
ab52        0.527    0.473
ab55        0.559    0.441
ab59        0.592    0.408
ab62        0.625    0.375
ab65        0.657    0.343
ab66        0.662    0.338

Solution: O(HP)     
            Endmember fractions:
            fo       fa      
fo88        0.890    0.110
fo92        0.923    0.077
fo95        0.955    0.045
fo96.4      0.964    0.036

Solution: Sp(HP)    
            Endmember fractions:
            sp       herc    
sp79        0.796    0.204
sp80        0.808    0.192

Solution: Opx(HP)   
            Endmember fractions:
            mgts     en       fs       * see footnotes 1 & 2
Op90__0     0.000    0.908    0.092
Op94__0     0.000    0.941    0.059
Op94__0     0.000    0.944    0.056
Op90__3     0.033    0.875    0.089
Op94__3     0.033    0.908    0.057
Op94__3     0.033    0.911    0.054
Op90__6     0.066    0.842    0.086
Op94__6     0.066    0.875    0.055
Op94__6     0.066    0.878    0.052
Op90__9     0.100    0.808    0.083
Op94__9     0.100    0.842    0.053
Op94__9     0.100    0.845    0.050
Op90_13     0.133    0.775    0.080
Op94_13     0.133    0.808    0.051
Op94_13     0.133    0.811    0.049
Op90_16     0.161    0.747    0.077
Op94_16     0.161    0.780    0.049
Op94_16     0.161    0.783    0.047

1 - Although the bulk composition of pseudocompounds for this solution is fixed,
 the proportions of its endmembers may vary due to respeciation.


2 - Proportions output here may sum to <1 because the ordered species
may have non-zero initial proportions.


Solution: Cpx(HP)   
            Endmember fractions:
            cats     jd       hed      di      
Gt_1232     0.036    0.072    0.238    0.492    0.162
Gt_1233     0.036    0.072    0.238    0.526    0.128
Gt_1234     0.036    0.072    0.238    0.559    0.094
Gt_1235     0.036    0.072    0.238    0.593    0.061
Gt_1236     0.036    0.072    0.238    0.627    0.027
Gt_1237     0.036    0.072    0.238    0.654    0.000
Gt_1238     0.036    0.072    0.272    0.054    0.566
Gt_1239     0.036    0.072    0.272    0.088    0.532
Gt_1240     0.036    0.072    0.272    0.122    0.498
Gt_1241     0.036    0.072    0.272    0.155    0.465
Gt_1242     0.036    0.072    0.272    0.189    0.431
Gt_1243     0.036    0.072    0.272    0.223    0.397
Gt_1244     0.036    0.072    0.272    0.256    0.364
Gt_1245     0.036    0.072    0.272    0.290    0.330
Gt_1246     0.036    0.072    0.272    0.324    0.296
Gt_1247     0.036    0.072    0.272    0.357    0.263
Gt_1248     0.036    0.072    0.272    0.391    0.229
Gt_1249     0.036    0.072    0.272    0.425    0.195
Gt_1250     0.036    0.072    0.272    0.458    0.162
Gt_1251     0.036    0.072    0.272    0.492    0.128
Gt_1252     0.036    0.072    0.272    0.526    0.094
Gt_1253     0.036    0.072    0.272    0.559    0.061
Gt_1254     0.036    0.072    0.272    0.593    0.027
Gt_1255     0.036    0.072    0.272    0.620    0.000
Gt_1256     0.036    0.072    0.306    0.054    0.532
Gt_1257     0.036    0.072    0.306    0.088    0.498
Gt_1258     0.036    0.072    0.306    0.122    0.465
Gt_1259     0.036    0.072    0.306    0.155    0.431
Gt_1260     0.036    0.072    0.306    0.189    0.397
Gt_1261     0.036    0.072    0.306    0.223    0.364
Gt_1262     0.036    0.072    0.306    0.256    0.330
Gt_1263     0.036    0.072    0.306    0.290    0.296
Gt_1264     0.036    0.072    0.306    0.324    0.263
Gt_1265     0.036    0.072    0.306    0.357    0.229
Gt_1266     0.036    0.072    0.306    0.391    0.195
Gt_1267     0.036    0.072    0.306    0.425    0.162
Gt_1268     0.036    0.072    0.306    0.458    0.128
Gt_1269     0.036    0.072    0.306    0.492    0.094
Gt_1270     0.036    0.072    0.306    0.526    0.061
Gt_1271     0.036    0.072    0.306    0.559    0.027
Gt_1272     0.036    0.072    0.306    0.586    0.000
Gt_1273     0.036    0.072    0.339    0.054    0.498
Gt_1274     0.036    0.072    0.339    0.088    0.465
Gt_1275     0.036    0.072    0.339    0.122    0.431
Gt_1276     0.036    0.072    0.339    0.155    0.397
Gt_1277     0.036    0.072    0.339    0.189    0.364
Gt_1278     0.036    0.072    0.339    0.223    0.330
Gt_1279     0.036    0.072    0.339    0.256    0.296
Gt_1280     0.036    0.072    0.339    0.290    0.263
Gt_1281     0.036    0.072    0.339    0.324    0.229
Gt_1282     0.036    0.072    0.339    0.357    0.195
Gt_1283     0.036    0.072    0.339    0.391    0.162
Gt_1284     0.036    0.072    0.339    0.425    0.128
Gt_1285     0.036    0.072    0.339    0.458    0.094
Gt_1286     0.036    0.072    0.339    0.492    0.061
Gt_1287     0.036    0.072    0.339    0.526    0.027
Gt_1288     0.036    0.072    0.339    0.553    0.000
Gt_1289     0.036    0.072    0.373    0.054    0.465
Gt_1290     0.036    0.072    0.373    0.088    0.431
Gt_1291     0.036    0.072    0.373    0.122    0.397
Gt_1292     0.036    0.072    0.373    0.155    0.364
Gt_1293     0.036    0.072    0.373    0.189    0.330
Gt_1294     0.036    0.072    0.373    0.223    0.296
Gt_1295     0.036    0.072    0.373    0.256    0.263
Gt_1296     0.036    0.072    0.373    0.290    0.229
Gt_1297     0.036    0.072    0.373    0.324    0.195
Gt_1298     0.036    0.072    0.373    0.357    0.162
Gt_1299     0.036    0.072    0.373    0.391    0.128
Gt_1300     0.036    0.072    0.373    0.425    0.094
Gt_1301     0.036    0.072    0.373    0.458    0.061
Gt_1302     0.036    0.072    0.373    0.492    0.027
Gt_1303     0.036    0.072    0.373    0.519    0.000
Gt_1304     0.036    0.072    0.407    0.054    0.431
Gt_1305     0.036    0.072    0.407    0.088    0.397
Gt_1306     0.036    0.072    0.407    0.122    0.364
Gt_1307     0.036    0.072    0.407    0.155    0.330
Gt_1308     0.036    0.072    0.407    0.189    0.296
Gt_1309     0.036    0.072    0.407    0.223    0.263
Gt_1310     0.036    0.072    0.407    0.256    0.229
Gt_1311     0.036    0.072    0.407    0.290    0.195
Gt_1312     0.036    0.072    0.407    0.324    0.162
Gt_1313     0.036    0.072    0.407    0.357    0.128
Gt_1314     0.036    0.072    0.407    0.391    0.094
Gt_1315     0.036    0.072    0.407    0.425    0.061
Gt_1316     0.036    0.072    0.407    0.458    0.027
Gt_1317     0.036    0.072    0.407    0.485    0.000
Gt_1318     0.036    0.072    0.440    0.054    0.397
Gt_1319     0.036    0.072    0.440    0.088    0.364
Gt_1320     0.036    0.072    0.440    0.122    0.330
Gt_1321     0.036    0.072    0.440    0.155    0.296
Gt_1322     0.036    0.072    0.440    0.189    0.263
Gt_1323     0.036    0.072    0.440    0.223    0.229
Gt_1324     0.036    0.072    0.440    0.256    0.195
Gt_1325     0.036    0.072    0.440    0.290    0.162
Gt_1326     0.036    0.072    0.440    0.324    0.128
Gt_1327     0.036    0.072    0.440    0.357    0.094
Gt_1328     0.036    0.072    0.440    0.391    0.061
Gt_1329     0.036    0.072    0.440    0.425    0.027
Gt_1330     0.036    0.072    0.440    0.452    0.000
Gt_1331     0.036    0.072    0.474    0.054    0.364
Gt_1332     0.036    0.072    0.474    0.088    0.330
Gt_1333     0.036    0.072    0.474    0.122    0.296
Gt_1334     0.036    0.072    0.474    0.155    0.263
Gt_1335     0.036    0.072    0.474    0.189    0.229
Gt_1336     0.036    0.072    0.474    0.223    0.195
Gt_1337     0.036    0.072    0.474    0.256    0.162
Gt_1338     0.036    0.072    0.474    0.290    0.128
Gt_1339     0.036    0.072    0.474    0.324    0.094
Gt_1340     0.036    0.072    0.474    0.357    0.061
Gt_1341     0.036    0.072    0.474    0.391    0.027
Gt_1342     0.036    0.072    0.474    0.418    0.000
Gt_1343     0.036    0.072    0.508    0.054    0.330
Gt_1344     0.036    0.072    0.508    0.088    0.296
Gt_1345     0.036    0.072    0.508    0.122    0.263
Gt_1346     0.036    0.072    0.508    0.155    0.229
Gt_1347     0.036    0.072    0.508    0.189    0.195
Gt_1348     0.036    0.072    0.508    0.223    0.162
Gt_1349     0.036    0.072    0.508    0.256    0.128
Gt_1350     0.036    0.072    0.508    0.290    0.094
Gt_1351     0.036    0.072    0.508    0.324    0.061
Gt_1352     0.036    0.072    0.508    0.357    0.027
Gt_1353     0.036    0.072    0.508    0.384    0.000
Gt_1354     0.036    0.072    0.541    0.054    0.296
Gt_1355     0.036    0.072    0.541    0.088    0.263
Gt_1356     0.036    0.072    0.541    0.122    0.229
Gt_1357     0.036    0.072    0.541    0.155    0.195
Gt_1358     0.036    0.072    0.541    0.189    0.162
Gt_1359     0.036    0.072    0.541    0.223    0.128
Gt_1360     0.036    0.072    0.541    0.256    0.094
Gt_1361     0.036    0.072    0.541    0.290    0.061
Gt_1362     0.036    0.072    0.541    0.324    0.027
Gt_1363     0.036    0.072    0.541    0.351    0.000
Gt_1364     0.036    0.072    0.575    0.054    0.263
Gt_1365     0.036    0.072    0.575    0.088    0.229
Gt_1366     0.036    0.072    0.575    0.122    0.195
Gt_1367     0.036    0.072    0.575    0.155    0.162
Gt_1368     0.036    0.072    0.575    0.189    0.128
Gt_1369     0.036    0.072    0.575    0.223    0.094
Gt_1370     0.036    0.072    0.575    0.256    0.061
Gt_1371     0.036    0.072    0.575    0.290    0.027
Gt_1372     0.036    0.072    0.575    0.317    0.000
Gt_1373     0.036    0.072    0.609    0.054    0.229
Gt_1374     0.036    0.072    0.609    0.088    0.195
Gt_1375     0.036    0.072    0.609    0.122    0.162
Gt_1376     0.036    0.072    0.609    0.155    0.128
Gt_1377     0.036    0.072    0.609    0.189    0.094
Gt_1378     0.036    0.072    0.609    0.223    0.061
Gt_1379     0.036    0.072    0.609    0.256    0.027
Gt_1380     0.036    0.072    0.609    0.283    0.000
Gt_1381     0.036    0.072    0.642    0.054    0.195
Gt_1382     0.036    0.072    0.642    0.088    0.162
Gt_1383     0.036    0.072    0.642    0.122    0.128
Gt_1384     0.036    0.072    0.642    0.155    0.094
Gt_1385     0.036    0.072    0.642    0.189    0.061
Gt_1386     0.036    0.072    0.642    0.223    0.027
Gt_1387     0.036    0.072    0.642    0.250    0.000
Gt_1388     0.036    0.072    0.676    0.054    0.162
Gt_1389     0.036    0.072    0.676    0.088    0.128
Gt_1390     0.036    0.072    0.676    0.122    0.094
Gt_1391     0.036    0.072    0.676    0.155    0.061
Gt_1392     0.036    0.072    0.676    0.189    0.027
Gt_1393     0.036    0.072    0.676    0.216    0.000
Gt_1394     0.036    0.072    0.710    0.054    0.128
Gt_1395     0.036    0.072    0.710    0.088    0.094
Gt_1396     0.036    0.072    0.710    0.122    0.061
Gt_1397     0.036    0.072    0.710    0.155    0.027
Gt_1398     0.036    0.072    0.710    0.182    0.000
Gt_1399     0.036    0.072    0.726    0.054    0.111
Gt_1400     0.036    0.072    0.726    0.088    0.078
Gt_1401     0.036    0.072    0.726    0.122    0.044
Gt_1402     0.036    0.072    0.726    0.155    0.010
Gt_1403     0.036    0.072    0.726    0.166    0.000
Gt_1404     0.036    0.106    0.036    0.054    0.768
Gt_1405     0.036    0.106    0.036    0.088    0.734
Gt_1406     0.036    0.106    0.036    0.122    0.700
Gt_1407     0.036    0.106    0.036    0.155    0.667
Gt_1408     0.036    0.106    0.036    0.189    0.633
Gt_1409     0.036    0.106    0.036    0.223    0.599
Gt_1410     0.036    0.106    0.036    0.256    0.566
Gt_1411     0.036    0.106    0.036    0.290    0.532
Gt_1412     0.036    0.106    0.036    0.324    0.498
Gt_1413     0.036    0.106    0.036    0.357    0.465
Gt_1414     0.036    0.106    0.036    0.391    0.431
Gt_1415     0.036    0.106    0.036    0.425    0.397
Gt_1416     0.036    0.106    0.036    0.458    0.364
Gt_1417     0.036    0.106    0.036    0.492    0.330
Gt_1418     0.036    0.106    0.036    0.526    0.296
Gt_1419     0.036    0.106    0.036    0.559    0.263
Gt_1420     0.036    0.106    0.036    0.593    0.229
Gt_1421     0.036    0.106    0.036    0.627    0.195
Gt_1422     0.036    0.106    0.036    0.660    0.162
Gt_1423     0.036    0.106    0.036    0.694    0.128
Gt_1424     0.036    0.106    0.036    0.728    0.094
Gt_1425     0.036    0.106    0.036    0.737    0.085
Gt_1426     0.036    0.106    0.070    0.054    0.734
Gt_1427     0.036    0.106    0.070    0.088    0.700
Gt_1428     0.036    0.106    0.070    0.122    0.667
Gt_1429     0.036    0.106    0.070    0.155    0.633
Gt_1430     0.036    0.106    0.070    0.189    0.599
Gt_1431     0.036    0.106    0.070    0.223    0.566
Gt_1432     0.036    0.106    0.070    0.256    0.532
Gt_1433     0.036    0.106    0.070    0.290    0.498
Gt_1434     0.036    0.106    0.070    0.324    0.465
Gt_1435     0.036    0.106    0.070    0.357    0.431
Gt_1436     0.036    0.106    0.070    0.391    0.397
Gt_1437     0.036    0.106    0.070    0.425    0.364
Gt_1438     0.036    0.106    0.070    0.458    0.330
Gt_1439     0.036    0.106    0.070    0.492    0.296
Gt_1440     0.036    0.106    0.070    0.526    0.263
Gt_1441     0.036    0.106    0.070    0.559    0.229
Gt_1442     0.036    0.106    0.070    0.593    0.195
Gt_1443     0.036    0.106    0.070    0.627    0.162
Gt_1444     0.036    0.106    0.070    0.660    0.128
Gt_1445     0.036    0.106    0.070    0.694    0.094
Gt_1446     0.036    0.106    0.070    0.728    0.061
Gt_1447     0.036    0.106    0.070    0.737    0.052
Gt_1448     0.036    0.106    0.104    0.054    0.700
Gt_1449     0.036    0.106    0.104    0.088    0.667
Gt_1450     0.036    0.106    0.104    0.122    0.633
Gt_1451     0.036    0.106    0.104    0.155    0.599
Gt_1452     0.036    0.106    0.104    0.189    0.566
Gt_1453     0.036    0.106    0.104    0.223    0.532
Gt_1454     0.036    0.106    0.104    0.256    0.498
Gt_1455     0.036    0.106    0.104    0.290    0.465
Gt_1456     0.036    0.106    0.104    0.324    0.431
Gt_1457     0.036    0.106    0.104    0.357    0.397
Gt_1458     0.036    0.106    0.104    0.391    0.364
Gt_1459     0.036    0.106    0.104    0.425    0.330
Gt_1460     0.036    0.106    0.104    0.458    0.296
Gt_1461     0.036    0.106    0.104    0.492    0.263
Gt_1462     0.036    0.106    0.104    0.526    0.229
Gt_1463     0.036    0.106    0.104    0.559    0.195
Gt_1464     0.036    0.106    0.104    0.593    0.162
Gt_1465     0.036    0.106    0.104    0.627    0.128
Gt_1466     0.036    0.106    0.104    0.660    0.094
Gt_1467     0.036    0.106    0.104    0.694    0.061
Gt_1468     0.036    0.106    0.104    0.728    0.027
Gt_1469     0.036    0.106    0.104    0.737    0.018
Gt_1470     0.036    0.106    0.137    0.054    0.667
Gt_1471     0.036    0.106    0.137    0.088    0.633
Gt_1472     0.036    0.106    0.137    0.122    0.599
Gt_1473     0.036    0.106    0.137    0.155    0.566
Gt_1474     0.036    0.106    0.137    0.189    0.532
Gt_1475     0.036    0.106    0.137    0.223    0.498
Gt_1476     0.036    0.106    0.137    0.256    0.465
Gt_1477     0.036    0.106    0.137    0.290    0.431
Gt_1478     0.036    0.106    0.137    0.324    0.397
Gt_1479     0.036    0.106    0.137    0.357    0.364
Gt_1480     0.036    0.106    0.137    0.391    0.330
Gt_1481     0.036    0.106    0.137    0.425    0.296
Gt_1482     0.036    0.106    0.137    0.458    0.263
Gt_1483     0.036    0.106    0.137    0.492    0.229
Gt_1484     0.036    0.106    0.137    0.526    0.195
Gt_1485     0.036    0.106    0.137    0.559    0.162
Gt_1486     0.036    0.106    0.137    0.593    0.128
Gt_1487     0.036    0.106    0.137    0.627    0.094
Gt_1488     0.036    0.106    0.137    0.660    0.061
Gt_1489     0.036    0.106    0.137    0.694    0.027
Gt_1490     0.036    0.106    0.137    0.721    0.000
Gt_1491     0.036    0.106    0.171    0.054    0.633
Gt_1492     0.036    0.106    0.171    0.088    0.599
Gt_1493     0.036    0.106    0.171    0.122    0.566
Gt_1494     0.036    0.106    0.171    0.155    0.532
Gt_1495     0.036    0.106    0.171    0.189    0.498
Gt_1496     0.036    0.106    0.171    0.223    0.465
Gt_1497     0.036    0.106    0.171    0.256    0.431
Gt_1498     0.036    0.106    0.171    0.290    0.397
Gt_1499     0.036    0.106    0.171    0.324    0.364
Gt_1500     0.036    0.106    0.171    0.357    0.330
Gt_1501     0.036    0.106    0.171    0.391    0.296
Gt_1502     0.036    0.106    0.171    0.425    0.263
Gt_1503     0.036    0.106    0.171    0.458    0.229
Gt_1504     0.036    0.106    0.171    0.492    0.195
Gt_1505     0.036    0.106    0.171    0.526    0.162
Gt_1506     0.036    0.106    0.171    0.559    0.128
Gt_1507     0.036    0.106    0.171    0.593    0.094
Gt_1508     0.036    0.106    0.171    0.627    0.061
Gt_1509     0.036    0.106    0.171    0.660    0.027
Gt_1510     0.036    0.106    0.171    0.687    0.000
Gt_1511     0.036    0.106    0.205    0.054    0.599
Gt_1512     0.036    0.106    0.205    0.088    0.566
Gt_1513     0.036    0.106    0.205    0.122    0.532
Gt_1514     0.036    0.106    0.205    0.155    0.498
Gt_1515     0.036    0.106    0.205    0.189    0.465
Gt_1516     0.036    0.106    0.205    0.223    0.431
Gt_1517     0.036    0.106    0.205    0.256    0.397
Gt_1518     0.036    0.106    0.205    0.290    0.364
Gt_1519     0.036    0.106    0.205    0.324    0.330
Gt_1520     0.036    0.106    0.205    0.357    0.296
Gt_1521     0.036    0.106    0.205    0.391    0.263
Gt_1522     0.036    0.106    0.205    0.425    0.229
Gt_1523     0.036    0.106    0.205    0.458    0.195
Gt_1524     0.036    0.106    0.205    0.492    0.162
Gt_1525     0.036    0.106    0.205    0.526    0.128
Gt_1526     0.036    0.106    0.205    0.559    0.094
Gt_1527     0.036    0.106    0.205    0.593    0.061
Gt_1528     0.036    0.106    0.205    0.627    0.027
Gt_1529     0.036    0.106    0.205    0.654    0.000
Gt_1530     0.036    0.106    0.238    0.054    0.566
Gt_1531     0.036    0.106    0.238    0.088    0.532
Gt_1532     0.036    0.106    0.238    0.122    0.498
Gt_1533     0.036    0.106    0.238    0.155    0.465
Gt_1534     0.036    0.106    0.238    0.189    0.431
Gt_1535     0.036    0.106    0.238    0.223    0.397
Gt_1536     0.036    0.106    0.238    0.256    0.364
Gt_1537     0.036    0.106    0.238    0.290    0.330
Gt_1538     0.036    0.106    0.238    0.324    0.296
Gt_1539     0.036    0.106    0.238    0.357    0.263
Gt_1540     0.036    0.106    0.238    0.391    0.229
Gt_1541     0.036    0.106    0.238    0.425    0.195
Gt_1542     0.036    0.106    0.238    0.458    0.162
Gt_1543     0.036    0.106    0.238    0.492    0.128
Gt_1544     0.036    0.106    0.238    0.526    0.094
Gt_1545     0.036    0.106    0.238    0.559    0.061
Gt_1546     0.036    0.106    0.238    0.593    0.027
Gt_1547     0.036    0.106    0.238    0.620    0.000
Gt_1548     0.036    0.106    0.272    0.054    0.532
Gt_1549     0.036    0.106    0.272    0.088    0.498
Gt_1550     0.036    0.106    0.272    0.122    0.465
Gt_1551     0.036    0.106    0.272    0.155    0.431
Gt_1552     0.036    0.106    0.272    0.189    0.397
Gt_1553     0.036    0.106    0.272    0.223    0.364
Gt_1554     0.036    0.106    0.272    0.256    0.330
Gt_1555     0.036    0.106    0.272    0.290    0.296
Gt_1556     0.036    0.106    0.272    0.324    0.263
Gt_1557     0.036    0.106    0.272    0.357    0.229
Gt_1558     0.036    0.106    0.272    0.391    0.195
Gt_1559     0.036    0.106    0.272    0.425    0.162
Gt_1560     0.036    0.106    0.272    0.458    0.128
Gt_1561     0.036    0.106    0.272    0.492    0.094
Gt_1562     0.036    0.106    0.272    0.526    0.061
Gt_1563     0.036    0.106    0.272    0.559    0.027
Gt_1564     0.036    0.106    0.272    0.586    0.000
Gt_1565     0.036    0.106    0.306    0.054    0.498
Gt_1566     0.036    0.106    0.306    0.088    0.465
Gt_1567     0.036    0.106    0.306    0.122    0.431
Gt_1568     0.036    0.106    0.306    0.155    0.397
Gt_1569     0.036    0.106    0.306    0.189    0.364
Gt_1570     0.036    0.106    0.306    0.223    0.330
Gt_1571     0.036    0.106    0.306    0.256    0.296
Gt_1572     0.036    0.106    0.306    0.290    0.263
Gt_1573     0.036    0.106    0.306    0.324    0.229
Gt_1574     0.036    0.106    0.306    0.357    0.195
Gt_1575     0.036    0.106    0.306    0.391    0.162
Gt_1576     0.036    0.106    0.306    0.425    0.128
Gt_1577     0.036    0.106    0.306    0.458    0.094
Gt_1578     0.036    0.106    0.306    0.492    0.061
Gt_1579     0.036    0.106    0.306    0.526    0.027
Gt_1580     0.036    0.106    0.306    0.553    0.000
Gt_1581     0.036    0.106    0.339    0.054    0.465
Gt_1582     0.036    0.106    0.339    0.088    0.431
Gt_1583     0.036    0.106    0.339    0.122    0.397
Gt_1584     0.036    0.106    0.339    0.155    0.364
Gt_1585     0.036    0.106    0.339    0.189    0.330
Gt_1586     0.036    0.106    0.339    0.223    0.296
Gt_1587     0.036    0.106    0.339    0.256    0.263
Gt_1588     0.036    0.106    0.339    0.290    0.229
Gt_1589     0.036    0.106    0.339    0.324    0.195
Gt_1590     0.036    0.106    0.339    0.357    0.162
Gt_1591     0.036    0.106    0.339    0.391    0.128
Gt_1592     0.036    0.106    0.339    0.425    0.094
Gt_1593     0.036    0.106    0.339    0.458    0.061
Gt_1594     0.036    0.106    0.339    0.492    0.027
Gt_1595     0.036    0.106    0.339    0.519    0.000
Gt_1596     0.036    0.106    0.373    0.054    0.431
Gt_1597     0.036    0.106    0.373    0.088    0.397
Gt_1598     0.036    0.106    0.373    0.122    0.364
Gt_1599     0.036    0.106    0.373    0.155    0.330
Gt_1600     0.036    0.106    0.373    0.189    0.296
Gt_1601     0.036    0.106    0.373    0.223    0.263
Gt_1602     0.036    0.106    0.373    0.256    0.229
Gt_1603     0.036    0.106    0.373    0.290    0.195
Gt_1604     0.036    0.106    0.373    0.324    0.162
Gt_1605     0.036    0.106    0.373    0.357    0.128
Gt_1606     0.036    0.106    0.373    0.391    0.094
Gt_1607     0.036    0.106    0.373    0.425    0.061
Gt_1608     0.036    0.106    0.373    0.458    0.027
Gt_1609     0.036    0.106    0.373    0.485    0.000
Gt_1610     0.036    0.106    0.407    0.054    0.397
Gt_1611     0.036    0.106    0.407    0.088    0.364
Gt_1612     0.036    0.106    0.407    0.122    0.330
Gt_1613     0.036    0.106    0.407    0.155    0.296
Gt_1614     0.036    0.106    0.407    0.189    0.263
Gt_1615     0.036    0.106    0.407    0.223    0.229
Gt_1616     0.036    0.106    0.407    0.256    0.195
Gt_1617     0.036    0.106    0.407    0.290    0.162
Gt_1618     0.036    0.106    0.407    0.324    0.128
Gt_1619     0.036    0.106    0.407    0.357    0.094
Gt_1620     0.036    0.106    0.407    0.391    0.061
Gt_1621     0.036    0.106    0.407    0.425    0.027
Gt_1622     0.036    0.106    0.407    0.452    0.000
Gt_1623     0.036    0.106    0.440    0.054    0.364
Gt_1624     0.036    0.106    0.440    0.088    0.330
Gt_1625     0.036    0.106    0.440    0.122    0.296
Gt_1626     0.036    0.106    0.440    0.155    0.263
Gt_1627     0.036    0.106    0.440    0.189    0.229
Gt_1628     0.036    0.106    0.440    0.223    0.195
Gt_1629     0.036    0.106    0.440    0.256    0.162
Gt_1630     0.036    0.106    0.440    0.290    0.128
Gt_1631     0.036    0.106    0.440    0.324    0.094
Gt_1632     0.036    0.106    0.440    0.357    0.061
Gt_1633     0.036    0.106    0.440    0.391    0.027
Gt_1634     0.036    0.106    0.440    0.418    0.000
Gt_1635     0.036    0.106    0.474    0.054    0.330
Gt_1636     0.036    0.106    0.474    0.088    0.296
Gt_1637     0.036    0.106    0.474    0.122    0.263
Gt_1638     0.036    0.106    0.474    0.155    0.229
Gt_1639     0.036    0.106    0.474    0.189    0.195
Gt_1640     0.036    0.106    0.474    0.223    0.162
Gt_1641     0.036    0.106    0.474    0.256    0.128
Gt_1642     0.036    0.106    0.474    0.290    0.094
Gt_1643     0.036    0.106    0.474    0.324    0.061
Gt_1644     0.036    0.106    0.474    0.357    0.027
Gt_1645     0.036    0.106    0.474    0.384    0.000
Gt_1646     0.036    0.106    0.508    0.054    0.296
Gt_1647     0.036    0.106    0.508    0.088    0.263
Gt_1648     0.036    0.106    0.508    0.122    0.229
Gt_1649     0.036    0.106    0.508    0.155    0.195
Gt_1650     0.036    0.106    0.508    0.189    0.162
Gt_1651     0.036    0.106    0.508    0.223    0.128
Gt_1652     0.036    0.106    0.508    0.256    0.094
Gt_1653     0.036    0.106    0.508    0.290    0.061
Gt_1654     0.036    0.106    0.508    0.324    0.027
Gt_1655     0.036    0.106    0.508    0.351    0.000
Gt_1656     0.036    0.106    0.541    0.054    0.263
Gt_1657     0.036    0.106    0.541    0.088    0.229
Gt_1658     0.036    0.106    0.541    0.122    0.195
Gt_1659     0.036    0.106    0.541    0.155    0.162
Gt_1660     0.036    0.106    0.541    0.189    0.128
Gt_1661     0.036    0.106    0.541    0.223    0.094
Gt_1662     0.036    0.106    0.541    0.256    0.061
Gt_1663     0.036    0.106    0.541    0.290    0.027
Gt_1664     0.036    0.106    0.541    0.317    0.000
Gt_1665     0.036    0.106    0.575    0.054    0.229
Gt_1666     0.036    0.106    0.575    0.088    0.195
Gt_1667     0.036    0.106    0.575    0.122    0.162
Gt_1668     0.036    0.106    0.575    0.155    0.128
Gt_1669     0.036    0.106    0.575    0.189    0.094
Gt_1670     0.036    0.106    0.575    0.223    0.061
Gt_1671     0.036    0.106    0.575    0.256    0.027
Gt_1672     0.036    0.106    0.575    0.283    0.000
Gt_1673     0.036    0.106    0.609    0.054    0.195
Gt_1674     0.036    0.106    0.609    0.088    0.162
Gt_1675     0.036    0.106    0.609    0.122    0.128
Gt_1676     0.036    0.106    0.609    0.155    0.094
Gt_1677     0.036    0.106    0.609    0.189    0.061
Gt_1678     0.036    0.106    0.609    0.223    0.027
Gt_1679     0.036    0.106    0.609    0.250    0.000
Gt_1680     0.036    0.106    0.642    0.054    0.162
Gt_1681     0.036    0.106    0.642    0.088    0.128
Gt_1682     0.036    0.106    0.642    0.122    0.094
Gt_1683     0.036    0.106    0.642    0.155    0.061
Gt_1684     0.036    0.106    0.642    0.189    0.027
Gt_1685     0.036    0.106    0.642    0.216    0.000
Gt_1686     0.036    0.106    0.676    0.054    0.128
Gt_1687     0.036    0.106    0.676    0.088    0.094
Gt_1688     0.036    0.106    0.676    0.122    0.061
Gt_1689     0.036    0.106    0.676    0.155    0.027
Gt_1690     0.036    0.106    0.676    0.182    0.000
Gt_1691     0.036    0.106    0.710    0.054    0.094
Gt_1692     0.036    0.106    0.710    0.088    0.061
Gt_1693     0.036    0.106    0.710    0.122    0.027
Gt_1694     0.036    0.106    0.710    0.149    0.000
Gt_1695     0.036    0.106    0.726    0.054    0.078
Gt_1696     0.036    0.106    0.726    0.088    0.044
Gt_1697     0.036    0.106    0.726    0.122    0.010
Gt_1698     0.036    0.106    0.726    0.132    0.000
Gt_1699     0.036    0.139    0.036    0.054    0.734
Gt_1700     0.036    0.139    0.036    0.088    0.700
Gt_1701     0.036    0.139    0.036    0.122    0.667
Gt_1702     0.036    0.139    0.036    0.155    0.633
Gt_1703     0.036    0.139    0.036    0.189    0.599
Gt_1704     0.036    0.139    0.036    0.223    0.566
Gt_1705     0.036    0.139    0.036    0.256    0.532
Gt_1706     0.036    0.139    0.036    0.290    0.498
Gt_1707     0.036    0.139    0.036    0.324    0.465
Gt_1708     0.036    0.139    0.036    0.357    0.431
Gt_1709     0.036    0.139    0.036    0.391    0.397
Gt_1710     0.036    0.139    0.036    0.425    0.364
Gt_1711     0.036    0.139    0.036    0.458    0.330
Gt_1712     0.036    0.139    0.036    0.492    0.296
Gt_1713     0.036    0.139    0.036    0.526    0.263
Gt_1714     0.036    0.139    0.036    0.559    0.229
Gt_1715     0.036    0.139    0.036    0.593    0.195
Gt_1716     0.036    0.139    0.036    0.627    0.162
Gt_1717     0.036    0.139    0.036    0.660    0.128
Gt_1718     0.036    0.139    0.036    0.694    0.094
