          Origin time           Lat      Lon     Dp  Mag
2008 (229) 08 16 04 01 08.5   52.272    98.207   12  5.3 2008229040108
2008 (229) 08 16 04 06 41.9   52.238    98.288   10  5.0 2008229040641
2008 (235) 08 22 07 21 22.6   -5.627   103.043   18  5.2 2008235072122
2008 (235) 08 22 07 47 39.5  -17.769    65.393    6  5.6 2008235074739
2008 (238) 08 25 02 43 06.3   10.307   125.252   27  5.5 2008238024306
2008 (239) 08 26 03 07 29.5   -6.338   104.469   21  5.7 2008239030729
2008 (240) 08 27 01 35 32.1   51.607   104.158   16  5.8 2008240013532
2008 (240) 08 27 06 46 19.4  -10.751    41.469   10  5.9 2008240064619
2008 (240) 08 27 21 52 38.1   32.307    47.350   10  5.3 2008240215238
2008 (243) 08 30 06 54 07.6   -6.146   147.258   75  6.1 2008243065407
2008 (245) 09 01 17 19 11.7    4.538   126.041  108  5.7 2008245171911
2008 (246) 09 02 00 06 49.3   -4.477   101.464   24  5.0 2008246000649
2008 (247) 09 03 22 43 13.0   32.300    47.200    8  5.1 2008247224313
2008 (253) 09 09 03 07 27.5   -3.935   103.058   25  5.4 2008253030727
2008 (255) 09 11 00 00 02.7    1.885   127.363   96  6.2 2008255000002
2008 (255) 09 11 00 20 50.9   41.892   143.754   25  6.1 2008255002050
2008 (256) 09 12 23 07 50.5   56.312   164.070   12  5.5 2008256230750
2008 (261) 09 17 20 11 43.1   -5.212   102.220   18  5.0 2008261201143
2008 (271) 09 27 03 04 51.7   13.469   120.575   10  5.6 2008271030451
2008 (271) 09 27 03 09 04.8   13.477   120.548   11  5.7 2008271030904
2008 (285) 10 11 09 06 10.7   43.372    46.254   16  5.6 2008285090610
2008 (285) 10 11 09 22 01.2   43.337    46.192   10  5.2 2008285092201
2008 (292) 10 18 00 54 39.6   -6.951   147.269   77  5.8 2008292005439
2008 (292) 10 18 18 41 32.1   -6.058   104.751   77  5.1 2008292184132
2008 (294) 10 20 04 54 19.2    0.109   120.681   96  6.1 2008294045419
2008 (297) 10 23 09 21 15.0    5.957   125.778  129  5.8 2008297092115
2008 (297) 10 23 10 04 35.0   -2.635   145.574   10  6.0 2008297100435
2008 (300) 10 26 09 08 34.6   -0.141   123.015   81  5.5 2008300090834
2008 (300) 10 26 10 27 37.4   -3.631   100.750   35  5.1 2008300102737
2008 (302) 10 28 16 00 03.2   -3.494   145.867   18  5.5 2008302160003
2008 (306) 11 01 01 13 09.6   -3.399   148.712   10  5.3 2008306011309
2008 (307) 11 02 13 48 42.8   51.552  -174.366   36  5.7 2008307134842
2008 (312) 11 07 16 04 23.3   -6.712   129.074   10  5.9 2008312160423
2008 (316) 11 11 01 46 12.4   -4.151   102.186   65  5.0 2008316014612
2008 (321) 11 16 17 02 32.7    1.271   122.091   30  6.5 2008321170232
2008 (321) 11 16 17 34 38.6    1.291   122.106   35  5.6 2008321173438
2008 (321) 11 16 18 20 32.4    1.127   121.775   35  5.5 2008321182032
2008 (326) 11 21 07 05 34.9   -8.947   159.553  118  6.0 2008326070534
2008 (327) 11 22 16 01 01.6   -4.348   101.259   24  5.9 2008327160101
2008 (327) 11 22 16 11 49.2   -4.483   101.421   23  5.7 2008327161149
2008 (327) 11 22 22 05 59.4   -4.610   101.219   35  5.1 2008327220559
2008 (329) 11 24 09 02 58.7   54.203   154.322  492  6.5 2008329090258
2008 (333) 11 28 08 50 48.1   -4.736   101.752   27  5.7 2008333085048
2008 (336) 12 01 10 18 40.1   35.299    46.544   27  5.0 2008336101840
2008 (337) 12 02 12 31 43.8   19.108   145.750  137  5.9 2008337123143
2008 (341) 12 06 10 55 27.0   -7.398   124.738  405  6.1 2008341105527
2008 (343) 12 08 18 39 09.3  -53.004   106.824   10  6.2 2008343183909
2008 (346) 12 11 17 06 06.8   -3.649   100.753   14  5.7 2008346170606
2008 (346) 12 11 20 55 04.1   -5.845   105.333   35  5.2 2008346205504
2008 (346) 12 11 20 57 25.9   -6.020   105.317   40  5.1 2008346205725
2008 (346) 12 11 21 40 52.3    0.060   123.427  133  6.1 2008346214052
2008 (348) 12 13 08 45 36.3  -48.981   123.398   10  6.0 2008348084536
2008 (350) 12 15 16 50 44.9  -16.173    67.508   10  5.0 2008350165044
2008 (351) 12 16 10 19 40.0  -16.289    67.125   10  5.1 2008351101940
2008 (355) 12 20 10 29 23.1   36.541   142.425   19  6.0 2008355102923
2008 (356) 12 21 09 16 44.7   36.541   142.317   13  5.6 2008356091644
2008 (358) 12 23 00 04 45.6   22.950   120.570   10  5.4 2008358000445
2008 (360) 12 25 03 20 29.9    5.755   125.372  211  6.1 2008360032029
2008 (360) 12 25 18 12 07.4    5.323   124.260  431  5.6 2008360181207
2008 (365) 12 30 19 49 52.6   -4.297   101.217   20  5.7 2008365194952
2008 (365) 12 30 20 32 38.0   -4.366   101.191   10  5.1 2008365203238
2008 (366) 12 31 11 39 53.4    4.918   127.437   39  5.5 2008366113953
2009 (001) 01 01 16 57 53.1   -4.332   101.298   19  5.4 2009001165753
2009 (001) 01 01 18 37 24.1   -4.326   101.236   26  5.3 2009001183724
2009 (003) 01 03 19 43 50.6   -0.414   132.885   17  6.6 2009003194350
2009 (003) 01 03 22 33 40.2   -0.691   133.305   23  6.7 2009003223340
2009 (005) 01 05 16 54 43.3   -3.528   100.723   27  5.2 2009005165443
2009 (006) 01 06 22 48 27.2   -0.659   133.434   16  5.9 2009006224827
2009 (009) 01 09 07 28 46.1   16.094   119.737   65  5.2 2009009072846
2009 (013) 01 13 01 04 42.6  -13.147    66.078   10  5.5 2009013010442
2009 (015) 01 15 17 49 39.0   46.857   155.154   36  6.9 2009015174939
2009 (020) 01 20 10 46 53.2   -4.667   129.813  143  5.7 2009020104653
2009 (021) 01 21 06 27 57.4  -20.175    66.411   10  5.2 2009021062757
2009 (022) 01 22 13 40 25.9   -5.912   148.511   44  5.6 2009022134025
2009 (022) 01 22 20 16 34.5   -7.307   128.567  146  6.1 2009022201634
2009 (027) 01 27 00 57 35.9  -11.379   117.550   12  5.5 2009027005735
2009 (033) 02 02 09 04 34.1   -4.546   102.759   50  5.0 2009033090434
2009 (042) 02 11 17 34 50.4    3.886   126.387   20  6.6 2009042173450
2009 (042) 02 11 17 41 55.7    3.615   126.606   21  5.5 2009042174155
2009 (042) 02 11 17 44 04.6    3.875   126.643   29  5.5 2009042174404
2009 (042) 02 11 17 49 17.1    3.892   126.533   35  5.6 2009042174917
2009 (042) 02 11 18 25 11.2    4.026   126.783   35  5.8 2009042182511
2009 (042) 02 11 19 01 55.4    3.826   126.482   35  5.5 2009042190155
2009 (042) 02 11 19 56 48.5    3.961   126.658   35  5.5 2009042195648
2009 (042) 02 11 22 14 26.6    3.715   126.650   25  5.9 2009042221426
2009 (043) 02 12 00 03 00.0    3.933   126.580   35  5.5 2009043000300
2009 (043) 02 12 01 42 09.6    4.006   126.626   42  5.5 2009043014209
2009 (043) 02 12 03 49 39.6    3.947   126.411   26  6.0 2009043034939
2009 (043) 02 12 07 07 37.8    4.021   126.662   35  5.5 2009043070737
2009 (043) 02 12 07 38 06.8    3.706   126.793   35  5.5 2009043073806
2009 (043) 02 12 08 30 17.2    3.972   126.724   35  5.9 2009043083017
2009 (043) 02 12 13 15 06.2    4.035   126.548   27  6.1 2009043131506
2009 (044) 02 13 21 26 36.6    3.776   126.461   32  5.5 2009044212636
2009 (050) 02 19 00 28 50.3  -14.347    66.135   10  5.4 2009050002850
2009 (053) 02 22 17 45 22.3    3.679   126.561   32  5.9 2009053174522
2009 (055) 02 24 05 58 00.3   13.787   146.303    9  5.7 2009055055800
2009 (065) 03 06 10 50 29.4   80.324    -1.853    9  6.6 2009065105029
2009 (075) 03 16 14 15 56.4    3.807   126.552   35  6.2 2009075141556
2009 (077) 03 18 09 03 08.5    3.648   126.655   23  5.8 2009077090308
2009 (080) 03 21 23 22 39.9  -14.505    66.103   10  5.1 2009080232239
2009 (085) 03 26 19 19 59.5   27.415   126.702  159  5.6 2009085191959
2009 (087) 03 28 17 59 31.7   -2.952   139.543   93  5.8 2009087175931
2009 (089) 03 30 12 11 54.9   51.526  -178.267   31  6.0 2009089121154
2009 (091) 04 01 03 54 58.7   -3.522   144.102   10  5.9 2009091035458
2009 (091) 04 01 06 29 40.3   -5.963   101.907   35  5.3 2009091062940
2009 (091) 04 01 14 27 46.6   -3.513   100.628   26  5.1 2009091142746
2009 (094) 04 04 05 31 55.4    5.149   127.201   48  6.1 2009094053155
2009 (096) 04 06 01 32 39.0   42.334    13.334    8  5.9 2009096013239
2009 (097) 04 07 04 23 33.1   46.049   151.548   31  6.5 2009097042333
2009 (100) 04 10 06 51 47.4  -18.467    65.940   10  5.2 2009100065147
2009 (105) 04 15 14 07 09.9  -18.492    65.951   10  5.2 2009105140709
2009 (106) 04 16 00 43 20.6   -6.484   154.151   10  5.3 2009106004320
2009 (106) 04 16 05 17 19.4  -12.446    65.209   10  5.2 2009106051719
2009 (108) 04 18 19 17 58.9   46.015   151.427   35  6.3 2009108191758
2009 (109) 04 19 05 23 25.8    4.136   126.678   25  5.9 2009109052325
2009 (110) 04 20 19 12 40.7   15.387   120.238   50  5.1 2009110191240
2009 (111) 04 21 05 26 11.5   50.833   155.009  152  6.0 2009111052611
2009 (130) 05 10 08 58 24.3   -5.443   101.136   31  5.1 2009130085824
2009 (132) 05 12 01 26 26.5   -5.664   149.543   89  5.8 2009132012626
2009 (132) 05 12 12 38 30.8  -12.429    65.138   10  5.5 2009132123830
2009 (138) 05 18 10 09 47.2   -4.260   101.241   35  5.0 2009138100947
2009 (139) 05 19 16 54 31.0   25.248    37.703   10  5.1 2009139165431
2009 (139) 05 19 17 35 01.0   25.291    37.740    5  5.7 2009139173501
2009 (144) 05 24 01 06 28.6   14.846   119.798   58  5.2 2009144010628
2009 (149) 05 29 00 58 36.3   -3.909   127.456   40  5.8 2009149005836
2009 (149) 05 29 19 51 18.0    5.927   125.776  160  5.5 2009149195118
2009 (153) 06 02 14 39 35.2   40.280    53.015   52  5.0 2009153143935
2009 (155) 06 04 17 25 25.5  -45.833    35.139   16  5.5 2009155172525
2009 (156) 06 05 03 30 33.0   41.824   143.445   29  6.0 2009156033033
2009 (162) 06 11 00 15 56.3   -4.885   102.898   22  5.2 2009162001556
2009 (165) 06 14 05 58 43.2    5.361   126.438   35  5.7 2009165055843
2009 (170) 06 19 14 04 59.0   35.358    28.453   28  5.6 2009170140459
2009 (171) 06 20 09 21 23.8   -4.990   103.049   46  5.8 2009171092123
2009 (174) 06 23 14 19 22.3   -5.157   153.782   64  6.3 2009174141922
2009 (182) 07 01 09 30 10.4   34.164    25.471   19  6.1 2009182093010
2009 (187) 07 06 14 53 12.2   50.435   176.992   22  6.0 2009187145312
2009 (188) 07 07 19 11 46.7   75.351   -72.453   19  5.9 2009188191146
2009 (194) 07 13 10 52 19.9   -9.139   119.320   65  5.6 2009194105219
2009 (194) 07 13 18 05 01.4   24.056   122.201   17  6.1 2009194180501
2009 (196) 07 15 20 10 42.6   -3.375   150.506   13  5.6 2009196201042
2009 (199) 07 18 20 32 29.9   35.888    43.353   25  5.3 2009199203229
2009 (200) 07 19 11 39 48.5   -8.956    95.500   21  5.1 2009200113948
2009 (202) 07 21 19 55 45.0  -13.671    66.110   10  5.2 2009202195545
2009 (206) 07 25 01 42 23.8   -6.492   154.973   32  5.9 2009206014223
2009 (207) 07 26 23 10 23.5   -4.811   102.895   40  5.9 2009207231023
2009 (209) 07 28 08 43 45.4   -5.497   101.705   16  5.5 2009209084345
2009 (210) 07 29 09 31 07.1   -5.517   101.581    3  5.4 2009210093107
2009 (210) 07 29 16 53 03.8   21.984   120.447   11  5.3 2009210165303
2009 (212) 07 31 14 56 16.4   -8.795   108.744   17  5.4 2009212145616
2009 (214) 08 02 08 54 33.3   -0.447   132.908   20  5.8 2009214085433
2009 (216) 08 04 16 20 38.2   50.645    96.867   10  5.1 2009216162038
2009 (217) 08 05 00 17 58.8   24.233   125.095   25  5.9 2009217001758
2009 (221) 08 09 10 55 55.1   33.167   137.944  292  6.5 2009221105555
2009 (222) 08 10 17 46 23.5   -3.131   143.198   10  5.9 2009222174623
2009 (222) 08 10 20 07 09.1   34.743   138.264   40  6.1 2009222200709
2009 (224) 08 12 20 04 25.0    6.040   126.376   95  5.6 2009224200425
2009 (224) 08 12 22 48 51.4   32.821   140.395   53  6.2 2009224224851
2009 (229) 08 17 00 05 49.0   23.501   123.499   20  6.2 2009229000549
2009 (229) 08 17 00 07 14.7   -4.317   101.810   38  5.3 2009229000714
2009 (229) 08 17 10 10 56.5   23.426   123.516   15  5.9 2009229101056
2009 (229) 08 17 10 15 05.0   23.418   123.711   10  5.7 2009229101505
2009 (232) 08 20 06 35 04.4   72.200     0.944    6  5.9 2009232063504
2009 (233) 08 21 20 57 44.4   22.274   120.523   30  5.3 2009233205744
2009 (240) 08 28 01 51 20.3   -7.146   123.427  642  6.3 2009240015120
2009 (245) 09 02 07 55 01.0   -7.782   107.297   46  6.8 2009245075501
2009 (245) 09 02 08 02 21.1   -7.817   107.393   51  5.5 2009245080221
2009 (245) 09 02 08 07 44.6   -7.765   107.449   54  5.3 2009245080744
2009 (246) 09 03 13 26 17.9   31.140   130.014  163  5.9 2009246132617
2009 (247) 09 04 00 52 08.1   -6.286   104.794   46  5.4 2009247005208
2009 (250) 09 07 16 12 22.5  -10.198   110.628   23  6.1 2009250161222
2009 (250) 09 07 22 41 37.3   42.660    43.443   15  5.7 2009250224137
2009 (252) 09 09 04 02 14.2   -5.435   103.626   71  5.0 2009252040214
2009 (252) 09 09 08 06 33.3    2.408   126.012  106  5.6 2009252080633
2009 (259) 09 16 23 47 01.1   -4.499   102.667   69  5.3 2009259234701
2009 (261) 09 18 06 23 53.4   12.616   120.429   12  6.0 2009261062353
2009 (261) 09 18 18 34 22.1    1.755   127.189   92  5.7 2009261183422
2009 (261) 09 18 23 06 57.7   -9.138   115.593   79  6.0 2009261230657
2009 (267) 09 24 23 02 56.2   46.636    90.198   16  5.0 2009267230256
2009 (271) 09 28 19 22 57.1   27.927   127.821    9  5.7 2009271192257
2009 (273) 09 30 01 39 41.1    4.919   126.711   57  5.5 2009273013941
2009 (274) 10 01 01 52 27.3   -2.482   101.524    9  5.9 2009274015227
2009 (276) 10 03 17 36 06.1   23.630   121.452   28  6.0 2009276173606
2009 (277) 10 04 10 58 00.1    6.740   123.378  620  6.4 2009277105800
2009 (277) 10 04 11 04 07.9    6.683   123.529  640  5.6 2009277110407
2009 (280) 10 07 21 41 13.2    4.079   122.371  574  6.3 2009280214113
2009 (282) 10 09 22 49 54.0   -9.027   157.959   10  5.7 2009282224954
2009 (283) 10 10 21 24 38.5   47.851   152.455  112  5.9 2009283212438
2009 (285) 10 12 03 15 47.2  -17.099    66.688   10  6.2 2009285031547
2009 (286) 10 13 00 54 28.0   34.880    46.850   13  5.1 2009286005428
2009 (288) 10 15 12 11 16.4   -3.058   139.539  105  5.8 2009288121116
2009 (289) 10 16 09 52 50.8   -6.534   105.223   38  5.9 2009289095250
2009 (289) 10 16 10 01 08.1   -6.452   105.180   35  5.2 2009289100108
2009 (296) 10 23 11 37 54.1  -12.392    65.208   10  5.4 2009296113754
2009 (297) 10 24 14 40 43.7   -6.133   130.384  130  6.7 2009297144043
2009 (303) 10 30 07 03 39.1   29.218   129.782   34  6.3 2009303070339
2009 (304) 10 31 22 50 03.6   -5.003   102.979   67  5.2 2009304225003
2009 (308) 11 04 06 21 46.8    7.089   126.575  116  5.5 2009308062146
2009 (309) 11 05 07 12 32.4   12.108    45.907   10  5.5 2009309071232
2009 (309) 11 05 08 05 49.7   12.101    45.903   10  5.1 2009309080549
2009 (309) 11 05 09 32 56.5   23.731   120.744   18  5.6 2009309093256
2009 (312) 11 08 19 41 43.3   -8.207   118.631   18  6.3 2009312194143
2009 (316) 11 12 12 53 06.1   -5.869   104.276   50  5.0 2009316125306
2009 (316) 11 12 19 39 16.3   -4.731   103.121   69  5.3 2009316193916
2009 (332) 11 28 06 04 22.1  -10.403   118.885   15  5.9 2009332060422
2009 (332) 11 28 18 10 20.6    5.326   126.288   38  5.7 2009332181020
2009 (342) 12 08 00 11 36.1   -4.803   103.105   73  5.0 2009342001136
2009 (342) 12 08 03 08 57.2   -9.948    33.878    8  5.9 2009342030857
2009 (344) 12 10 02 30 52.6   53.417   152.756  656  6.1 2009344023052
2009 (352) 12 18 07 32 59.6  -17.730    65.867   10  5.0 2009352073259
2009 (353) 12 19 13 02 15.5   23.796   121.605   43  6.2 2009353130215
2009 (353) 12 19 23 19 15.5  -10.108    33.818    6  6.0 2009353231915
2009 (358) 12 24 00 23 31.6   42.245   134.719  392  6.2 2009358002331
2009 (360) 12 26 08 57 27.7   -5.530   131.205   85  6.1 2009360085727
2009 (364) 12 30 11 17 49.7    6.520   126.341   34  5.5 2009364111749
2010 (001) 01 01 02 34 56.0   40.726    51.925   46  5.0 2010001023456
2010 (002) 01 02 08 45 33.0   12.424   141.949    8  5.7 2010002084533
2010 (003) 01 03 21 48 02.8   -8.726   157.487   10  6.0 2010003214802
2010 (003) 01 03 22 36 25.6   -8.783   157.354   10  6.3 2010003223625
2010 (005) 01 05 12 15 32.2   -9.019   157.551   15  6.2 2010005121532
2010 (005) 01 05 13 13 01.5   -8.890   158.032   23  5.7 2010005131301
2010 (009) 01 09 05 51 30.4   -9.131   157.626   12  6.0 2010009055130
2010 (010) 01 10 00 25 04.2   -7.907   107.879   65  5.1 2010010002504
2010 (014) 01 14 14 03 41.1   11.510   142.082   37  5.7 2010014140341
2010 (016) 01 16 20 23 37.0   32.450    48.300    5  5.0 2010016202337
2010 (024) 01 24 02 36 15.5   35.515   110.736   28  5.0 2010024023615
2010 (025) 01 25 15 55 43.3   -4.259   102.690   61  5.2 2010025155543
2010 (032) 02 01 22 28 16.9   -6.112   154.463   32  5.6 2010032222816
2010 (036) 02 05 06 59 05.5  -47.911    99.593    1  5.7 2010036065905
2010 (037) 02 06 04 44 58.3   46.836   152.731   30  5.9 2010037044458
2010 (038) 02 07 06 10 00.2   23.488   123.615   21  6.1 2010038061000
2010 (041) 02 10 20 46 44.8    1.037   126.242   42  5.5 2010041204644
2010 (046) 02 15 21 51 47.7   -7.217   128.723  126  6.4 2010046215147
2010 (049) 02 18 01 13 19.5   42.587   130.703  577  6.3 2010049011319
2010 (053) 02 22 05 21 04.9   24.126   122.936   29  5.5 2010053052104
2010 (054) 02 23 10 25 56.8   32.508    48.290   35  5.2 2010054102556
2010 (057) 02 26 08 37 00.2    6.484   126.802   92  5.7 2010057083700
2010 (057) 02 26 20 31 26.9   25.930   128.425   25  6.7 2010057203126
2010 (061) 03 02 02 51 21.3   18.182   122.399   17  5.7 2010061025121
2010 (062) 03 03 19 34 50.5   -7.382   104.609   35  5.0 2010062193450
2010 (063) 03 04 00 18 51.2   22.918   120.795   21  6.2 2010063001851
2010 (063) 03 04 08 16 16.8   22.901   120.769   23  5.3 2010063081616
2010 (064) 03 05 16 07 00.6   -3.762   100.991   26  6.0 2010064160700
2010 (064) 03 05 16 09 29.9   -3.758   100.943   35  5.4 2010064160929
2010 (065) 03 06 00 33 01.5   48.896    91.481   10  5.1 2010065003301
2010 (067) 03 08 02 32 34.7   38.864    39.986   12  5.9 2010067023234
2010 (067) 03 08 07 47 41.9   38.709    40.051   10  5.5 2010067074741
2010 (067) 03 08 09 47 11.5   19.335   144.703  457  6.0 2010067094711
2010 (067) 03 08 10 14 23.4   38.828    40.119    5  5.2 2010067101423
2010 (067) 03 08 11 12 10.7   38.776    40.143    5  5.0 2010067111210
2010 (072) 03 13 12 46 26.3   37.594   141.299   76  5.7 2010072124626
2010 (073) 03 14 00 57 44.7   -1.692   128.134   53  6.3 2010073005744
2010 (073) 03 14 08 08 03.9   37.745   141.590   32  6.3 2010073080803
2010 (076) 03 17 04 46 15.0   -4.643   102.828   70  5.3 2010076044615
2010 (079) 03 20 14 00 49.9   -3.361   152.245  414  6.0 2010079140049
2010 (083) 03 24 14 11 31.0   38.821    40.138    4  5.1 2010083141131
2010 (084) 03 25 05 29 24.7   13.827   120.071   16  5.9 2010084052924
2010 (085) 03 26 10 39 02.6   -6.326   130.284  124  5.7 2010085103902
2010 (095) 04 05 10 05 46.0   -0.188   125.006   35  6.1 2010095100546
2010 (097) 04 07 14 33 03.4   -3.774   141.927   33  6.0 2010097143303
2010 (101) 04 11 05 59 29.5   -5.556   101.728   13  5.5 2010101055929
2010 (101) 04 11 09 40 25.6  -10.878   161.116   21  6.6 2010101094025
2010 (101) 04 11 22 08 12.7   36.965    -3.542  609  6.0 2010101220812
2010 (107) 04 17 23 15 22.0   -6.669   147.291   53  6.2 2010107231522
2010 (109) 04 19 00 02 36.3   19.572   120.434   39  5.0 2010109000236
2010 (116) 04 26 02 59 51.0   22.180   123.630   14  6.2 2010116025951
2010 (120) 04 30 23 11 43.3   60.473  -177.875   13  6.0 2010120231143
2010 (120) 04 30 23 16 28.6   60.478  -177.650   14  6.0 2010120231628
2010 (123) 05 03 10 27 46.7   29.642   140.967   98  6.2 2010123102746
2010 (125) 05 05 16 29 03.2   -4.054   101.096   27  5.9 2010125162903
2010 (126) 05 06 09 13 08.8   -3.879   101.000   27  5.3 2010126091308
2010 (127) 05 07 07 39 29.8    3.559   127.982  140  5.7 2010127073929
2010 (128) 05 08 03 22 09.6   -8.085   118.259   12  5.6 2010128032209
2010 (136) 05 16 00 33 06.3    0.510   124.657  123  5.7 2010136003306
2010 (137) 05 17 22 03 47.5   46.290   152.015   72  5.7 2010137220347
2010 (138) 05 18 11 59 57.8   -7.845   107.220   34  5.4 2010138115957
2010 (139) 05 19 00 13 21.1   -6.641   105.161   38  5.0 2010139001321
2010 (139) 05 19 05 43 31.1  -12.113    65.547   10  5.0 2010139054331
2010 (146) 05 26 08 53 08.0   25.773   129.944   10  6.2 2010146085308
2010 (148) 05 28 18 32 41.7   -3.864   100.966   24  5.3 2010148183241
2010 (151) 05 31 10 16 02.3    6.953   124.001   35  5.7 2010151101602
2010 (153) 06 02 09 28 53.2   -6.159   149.413   34  5.5 2010153092853
